"mcp_code","year","week_num","cumul_week"
11001,"21","1",2
11001,"21","10",658
11001,"21","11",742
11001,"21","12",818
11001,"21","13",891
11001,"21","14",942
11001,"21","15",1076
11001,"21","16",1084
11001,"21","17",1106
11001,"21","18",1505
11001,"21","19",2310
11001,"21","2",2
11001,"21","20",2793
11001,"21","21",3529
11001,"21","22",3995
11001,"21","23",4563
11001,"21","24",5046
11001,"21","25",5513
11001,"21","26",5609
11001,"21","27",6764
11001,"21","28",7638
11001,"21","29",8743
11001,"21","3",2
11001,"21","30",9406
11001,"21","31",10303
11001,"21","32",10549
11001,"21","33",10953
11001,"21","34",11255
11001,"21","35",11676
11001,"21","36",11761
11001,"21","37",11871
11001,"21","38",11949
11001,"21","39",11988
11001,"21","4",6
11001,"21","40",11999
11001,"21","41",12001
11001,"21","42",12007
11001,"21","43",12042
11001,"21","44",12046
11001,"21","45",12050
11001,"21","46",12061
11001,"21","47",12070
11001,"21","48",12074
11001,"21","49",12102
11001,"21","5",161
11001,"21","50",12130
11001,"21","51",12149
11001,"21","52",12150
11001,"21","6",442
11001,"21","7",516
11001,"21","8",551
11001,"21","9",588
11001,"22","1",12163
11001,"22","10",12633
11001,"22","11",12643
11001,"22","12",12649
11001,"22","13",12658
11001,"22","14",12661
11001,"22","15",12661
11001,"22","16",12664
11001,"22","17",12664
11001,"22","18",12664
11001,"22","19",12664
11001,"22","2",12178
11001,"22","20",12664
11001,"22","21",12664
11001,"22","22",12666
11001,"22","23",12667
11001,"22","24",12667
11001,"22","25",12667
11001,"22","26",12667
11001,"22","27",12667
11001,"22","28",12668
11001,"22","29",12668
11001,"22","3",12179
11001,"22","30",12669
11001,"22","31",12669
11001,"22","32",12669
11001,"22","33",12670
11001,"22","34",12670
11001,"22","35",12670
11001,"22","36",12670
11001,"22","37",12671
11001,"22","38",12671
11001,"22","39",12671
11001,"22","4",12185
11001,"22","40",12671
11001,"22","41",12671
11001,"22","42",12672
11001,"22","43",12672
11001,"22","44",12672
11001,"22","45",12673
11001,"22","46",12673
11001,"22","47",12673
11001,"22","48",12674
11001,"22","49",12674
11001,"22","5",12222
11001,"22","50",12674
11001,"22","51",12674
11001,"22","52",12674
11001,"22","6",12450
11001,"22","7",12534
11001,"22","8",12598
11001,"22","9",12612
11002,"21","1",12
11002,"21","10",13386
11002,"21","11",15303
11002,"21","12",17313
11002,"21","13",19212
11002,"21","14",21602
11002,"21","15",23034
11002,"21","16",24345
11002,"21","17",27084
11002,"21","18",42829
11002,"21","19",50291
11002,"21","2",33
11002,"21","20",69243
11002,"21","21",76850
11002,"21","22",88530
11002,"21","23",105719
11002,"21","24",126553
11002,"21","25",147028
11002,"21","26",166447
11002,"21","27",206692
11002,"21","28",226090
11002,"21","29",259056
11002,"21","3",74
11002,"21","30",287920
11002,"21","31",305610
11002,"21","32",317505
11002,"21","33",326188
11002,"21","34",335039
11002,"21","35",343651
11002,"21","36",348277
11002,"21","37",354678
11002,"21","38",360723
11002,"21","39",365580
11002,"21","4",150
11002,"21","40",366572
11002,"21","41",368045
11002,"21","42",369480
11002,"21","43",371404
11002,"21","44",372741
11002,"21","45",373656
11002,"21","46",374612
11002,"21","47",375483
11002,"21","48",376675
11002,"21","49",377401
11002,"21","5",3267
11002,"21","50",378660
11002,"21","51",380524
11002,"21","52",380700
11002,"21","6",7424
11002,"21","7",10222
11002,"21","8",11848
11002,"21","9",12386
11002,"22","1",381401
11002,"22","10",395089
11002,"22","11",395449
11002,"22","12",395702
11002,"22","13",395796
11002,"22","14",395894
11002,"22","15",395971
11002,"22","16",396058
11002,"22","17",396125
11002,"22","18",396226
11002,"22","19",396284
11002,"22","2",382453
11002,"22","20",396336
11002,"22","21",396383
11002,"22","22",396453
11002,"22","23",396514
11002,"22","24",396576
11002,"22","25",396625
11002,"22","26",396703
11002,"22","27",396730
11002,"22","28",396770
11002,"22","29",396795
11002,"22","3",383247
11002,"22","30",396834
11002,"22","31",396864
11002,"22","32",396883
11002,"22","33",396922
11002,"22","34",396972
11002,"22","35",396993
11002,"22","36",397018
11002,"22","37",397037
11002,"22","38",397061
11002,"22","39",397071
11002,"22","4",385636
11002,"22","40",397078
11002,"22","41",397092
11002,"22","42",397104
11002,"22","43",397114
11002,"22","44",397116
11002,"22","45",397140
11002,"22","46",397162
11002,"22","47",397192
11002,"22","48",397215
11002,"22","49",397229
11002,"22","5",390262
11002,"22","50",397235
11002,"22","51",397253
11002,"22","52",397257
11002,"22","6",392224
11002,"22","7",392783
11002,"22","8",393735
11002,"22","9",394071
11004,"21","10",666
11004,"21","11",746
11004,"21","12",844
11004,"21","13",948
11004,"21","14",966
11004,"21","15",1103
11004,"21","16",1112
11004,"21","17",1123
11004,"21","18",1437
11004,"21","19",1980
11004,"21","20",2453
11004,"21","21",3052
11004,"21","22",3556
11004,"21","23",4245
11004,"21","24",4671
11004,"21","25",4814
11004,"21","26",5014
11004,"21","27",6361
11004,"21","28",6964
11004,"21","29",8027
11004,"21","3",2
11004,"21","30",9313
11004,"21","31",9677
11004,"21","32",10244
11004,"21","33",10486
11004,"21","34",10808
11004,"21","35",11062
11004,"21","36",11074
11004,"21","37",11075
11004,"21","38",11210
11004,"21","39",11285
11004,"21","4",10
11004,"21","40",11298
11004,"21","41",11351
11004,"21","42",11355
11004,"21","43",11357
11004,"21","44",11379
11004,"21","45",11380
11004,"21","46",11384
11004,"21","47",11408
11004,"21","48",11422
11004,"21","49",11432
11004,"21","5",171
11004,"21","50",11445
11004,"21","51",11460
11004,"21","52",11461
11004,"21","6",373
11004,"21","7",520
11004,"21","8",536
11004,"21","9",568
11004,"22","1",11468
11004,"22","10",11916
11004,"22","11",11920
11004,"22","12",11931
11004,"22","13",11938
11004,"22","14",11940
11004,"22","15",11940
11004,"22","16",11942
11004,"22","17",11945
11004,"22","18",11946
11004,"22","19",11947
11004,"22","2",11475
11004,"22","20",11947
11004,"22","21",11948
11004,"22","22",11948
11004,"22","23",11953
11004,"22","24",11953
11004,"22","25",11954
11004,"22","26",11954
11004,"22","27",11954
11004,"22","28",11954
11004,"22","29",11955
11004,"22","3",11478
11004,"22","30",11957
11004,"22","31",11958
11004,"22","32",11958
11004,"22","33",11960
11004,"22","34",11960
11004,"22","35",11960
11004,"22","36",11960
11004,"22","37",11962
11004,"22","38",11962
11004,"22","39",11962
11004,"22","4",11577
11004,"22","40",11963
11004,"22","41",11963
11004,"22","42",11963
11004,"22","43",11963
11004,"22","44",11963
11004,"22","45",11963
11004,"22","46",11964
11004,"22","47",11964
11004,"22","48",11964
11004,"22","49",11964
11004,"22","5",11704
11004,"22","50",11964
11004,"22","51",11964
11004,"22","52",11964
11004,"22","6",11811
11004,"22","7",11862
11004,"22","8",11895
11004,"22","9",11895
11005,"21","10",644
11005,"21","11",722
11005,"21","12",896
11005,"21","13",992
11005,"21","14",1008
11005,"21","15",1174
11005,"21","16",1184
11005,"21","17",1205
11005,"21","18",1649
11005,"21","19",2364
11005,"21","20",2757
11005,"21","21",3411
11005,"21","22",3891
11005,"21","23",4579
11005,"21","24",5076
11005,"21","25",5584
11005,"21","26",5656
11005,"21","27",7009
11005,"21","28",7898
11005,"21","29",9328
11005,"21","30",10194
11005,"21","31",11439
11005,"21","32",11773
11005,"21","33",12279
11005,"21","34",12673
11005,"21","35",13298
11005,"21","36",13433
11005,"21","37",13656
11005,"21","38",13806
11005,"21","39",13892
11005,"21","4",4
11005,"21","40",13939
11005,"21","41",13946
11005,"21","42",13954
11005,"21","43",14011
11005,"21","44",14022
11005,"21","45",14026
11005,"21","46",14061
11005,"21","47",14092
11005,"21","48",14110
11005,"21","49",14171
11005,"21","5",205
11005,"21","50",14208
11005,"21","51",14240
11005,"21","52",14240
11005,"21","6",458
11005,"21","7",539
11005,"21","8",568
11005,"21","9",594
11005,"22","1",14269
11005,"22","10",14806
11005,"22","11",14818
11005,"22","12",14831
11005,"22","13",14844
11005,"22","14",14850
11005,"22","15",14850
11005,"22","16",14860
11005,"22","17",14863
11005,"22","18",14865
11005,"22","19",14869
11005,"22","2",14284
11005,"22","20",14870
11005,"22","21",14871
11005,"22","22",14871
11005,"22","23",14871
11005,"22","24",14871
11005,"22","25",14874
11005,"22","26",14874
11005,"22","27",14875
11005,"22","28",14875
11005,"22","29",14875
11005,"22","3",14286
11005,"22","30",14876
11005,"22","31",14876
11005,"22","32",14876
11005,"22","33",14876
11005,"22","34",14876
11005,"22","35",14876
11005,"22","36",14878
11005,"22","37",14878
11005,"22","38",14878
11005,"22","39",14879
11005,"22","4",14295
11005,"22","40",14879
11005,"22","41",14879
11005,"22","42",14882
11005,"22","43",14882
11005,"22","44",14882
11005,"22","45",14885
11005,"22","46",14885
11005,"22","47",14885
11005,"22","48",14886
11005,"22","49",14886
11005,"22","5",14365
11005,"22","50",14886
11005,"22","51",14886
11005,"22","52",14886
11005,"22","6",14482
11005,"22","7",14659
11005,"22","8",14737
11005,"22","9",14750
11007,"21","10",335
11007,"21","11",397
11007,"21","12",479
11007,"21","13",535
11007,"21","14",562
11007,"21","15",574
11007,"21","16",577
11007,"21","17",655
11007,"21","18",1153
11007,"21","19",1352
11007,"21","2",2
11007,"21","20",1907
11007,"21","21",2066
11007,"21","22",2377
11007,"21","23",2795
11007,"21","24",3266
11007,"21","25",3700
11007,"21","26",4113
11007,"21","27",5111
11007,"21","28",5536
11007,"21","29",6202
11007,"21","3",4
11007,"21","30",6737
11007,"21","31",7058
11007,"21","32",7246
11007,"21","33",7409
11007,"21","34",7588
11007,"21","35",7752
11007,"21","36",7822
11007,"21","37",7906
11007,"21","38",7989
11007,"21","39",8049
11007,"21","4",8
11007,"21","40",8057
11007,"21","41",8082
11007,"21","42",8098
11007,"21","43",8128
11007,"21","44",8142
11007,"21","45",8156
11007,"21","46",8171
11007,"21","47",8183
11007,"21","48",8198
11007,"21","49",8206
11007,"21","5",88
11007,"21","50",8213
11007,"21","51",8243
11007,"21","52",8243
11007,"21","6",216
11007,"21","7",276
11007,"21","8",289
11007,"21","9",310
11007,"22","1",8254
11007,"22","10",8544
11007,"22","11",8549
11007,"22","12",8552
11007,"22","13",8552
11007,"22","14",8555
11007,"22","15",8557
11007,"22","16",8559
11007,"22","17",8560
11007,"22","18",8561
11007,"22","19",8561
11007,"22","2",8268
11007,"22","20",8562
11007,"22","21",8562
11007,"22","22",8567
11007,"22","23",8568
11007,"22","24",8571
11007,"22","25",8571
11007,"22","26",8572
11007,"22","27",8572
11007,"22","28",8572
11007,"22","29",8572
11007,"22","3",8283
11007,"22","30",8572
11007,"22","31",8572
11007,"22","32",8572
11007,"22","33",8572
11007,"22","34",8572
11007,"22","35",8572
11007,"22","36",8572
11007,"22","37",8572
11007,"22","38",8572
11007,"22","39",8572
11007,"22","4",8338
11007,"22","40",8572
11007,"22","41",8572
11007,"22","42",8572
11007,"22","43",8572
11007,"22","44",8572
11007,"22","45",8573
11007,"22","46",8574
11007,"22","47",8574
11007,"22","48",8575
11007,"22","49",8575
11007,"22","5",8443
11007,"22","50",8575
11007,"22","51",8575
11007,"22","52",8575
11007,"22","6",8493
11007,"22","7",8520
11007,"22","8",8529
11007,"22","9",8531
11008,"21","1",4
11008,"21","10",1307
11008,"21","11",1571
11008,"21","12",1899
11008,"21","13",2099
11008,"21","14",2207
11008,"21","15",2677
11008,"21","16",2836
11008,"21","17",2885
11008,"21","18",4031
11008,"21","19",5997
11008,"21","2",4
11008,"21","20",6241
11008,"21","21",7708
11008,"21","22",9433
11008,"21","23",11909
11008,"21","24",12761
11008,"21","25",14386
11008,"21","26",15121
11008,"21","27",17939
11008,"21","28",19313
11008,"21","29",22136
11008,"21","3",4
11008,"21","30",24529
11008,"21","31",27470
11008,"21","32",28855
11008,"21","33",29371
11008,"21","34",30159
11008,"21","35",30693
11008,"21","36",30871
11008,"21","37",31046
11008,"21","38",31253
11008,"21","39",31338
11008,"21","4",12
11008,"21","40",31477
11008,"21","41",31487
11008,"21","42",31550
11008,"21","43",31576
11008,"21","44",31581
11008,"21","45",31599
11008,"21","46",31643
11008,"21","47",31673
11008,"21","48",31730
11008,"21","49",31764
11008,"21","5",293
11008,"21","50",31806
11008,"21","51",31826
11008,"21","52",31827
11008,"21","6",774
11008,"21","7",1019
11008,"21","8",1060
11008,"21","9",1141
11008,"22","1",31870
11008,"22","10",33040
11008,"22","11",33060
11008,"22","12",33070
11008,"22","13",33079
11008,"22","14",33086
11008,"22","15",33086
11008,"22","16",33087
11008,"22","17",33088
11008,"22","18",33089
11008,"22","19",33089
11008,"22","2",31897
11008,"22","20",33090
11008,"22","21",33090
11008,"22","22",33094
11008,"22","23",33095
11008,"22","24",33097
11008,"22","25",33099
11008,"22","26",33105
11008,"22","27",33105
11008,"22","28",33106
11008,"22","29",33106
11008,"22","3",31911
11008,"22","30",33107
11008,"22","31",33110
11008,"22","32",33110
11008,"22","33",33111
11008,"22","34",33111
11008,"22","35",33111
11008,"22","36",33112
11008,"22","37",33112
11008,"22","38",33113
11008,"22","39",33113
11008,"22","4",32267
11008,"22","40",33116
11008,"22","41",33119
11008,"22","42",33125
11008,"22","43",33129
11008,"22","44",33129
11008,"22","45",33129
11008,"22","46",33132
11008,"22","47",33132
11008,"22","48",33135
11008,"22","49",33135
11008,"22","5",32509
11008,"22","50",33135
11008,"22","51",33136
11008,"22","52",33136
11008,"22","6",32695
11008,"22","7",32858
11008,"22","8",33003
11008,"22","9",33028
11009,"20","53",2
11009,"21","1",2
11009,"21","10",1046
11009,"21","11",1222
11009,"21","12",1413
11009,"21","13",1783
11009,"21","14",1845
11009,"21","15",2100
11009,"21","16",2130
11009,"21","17",2190
11009,"21","18",2907
11009,"21","19",4045
11009,"21","2",2
11009,"21","20",4920
11009,"21","21",6356
11009,"21","22",7530
11009,"21","23",9359
11009,"21","24",10055
11009,"21","25",11091
11009,"21","26",11374
11009,"21","27",13266
11009,"21","28",15600
11009,"21","29",17636
11009,"21","3",2
11009,"21","30",19703
11009,"21","31",21656
11009,"21","32",22829
11009,"21","33",23400
11009,"21","34",24205
11009,"21","35",24410
11009,"21","36",24586
11009,"21","37",24673
11009,"21","38",24738
11009,"21","39",24798
11009,"21","4",14
11009,"21","40",24867
11009,"21","41",24883
11009,"21","42",24893
11009,"21","43",24907
11009,"21","44",24913
11009,"21","45",24961
11009,"21","46",24990
11009,"21","47",25008
11009,"21","48",25032
11009,"21","49",25046
11009,"21","5",311
11009,"21","50",25068
11009,"21","51",25090
11009,"21","52",25090
11009,"21","6",740
11009,"21","7",913
11009,"21","8",937
11009,"21","9",978
11009,"22","1",25112
11009,"22","10",26157
11009,"22","11",26157
11009,"22","12",26159
11009,"22","13",26180
11009,"22","14",26180
11009,"22","15",26180
11009,"22","16",26180
11009,"22","17",26185
11009,"22","18",26185
11009,"22","19",26185
11009,"22","2",25133
11009,"22","20",26187
11009,"22","21",26187
11009,"22","22",26187
11009,"22","23",26188
11009,"22","24",26188
11009,"22","25",26188
11009,"22","26",26192
11009,"22","27",26192
11009,"22","28",26192
11009,"22","29",26192
11009,"22","3",25134
11009,"22","30",26193
11009,"22","31",26195
11009,"22","32",26195
11009,"22","33",26197
11009,"22","34",26197
11009,"22","35",26197
11009,"22","36",26197
11009,"22","37",26201
11009,"22","38",26201
11009,"22","39",26201
11009,"22","4",25150
11009,"22","40",26204
11009,"22","41",26204
11009,"22","42",26204
11009,"22","43",26208
11009,"22","44",26208
11009,"22","45",26208
11009,"22","46",26210
11009,"22","47",26210
11009,"22","48",26210
11009,"22","49",26210
11009,"22","5",25701
11009,"22","50",26210
11009,"22","51",26210
11009,"22","52",26210
11009,"22","6",25904
11009,"22","7",26029
11009,"22","8",26099
11009,"22","9",26099
11013,"21","10",768
11013,"21","11",935
11013,"21","12",1106
11013,"21","13",1225
11013,"21","14",1273
11013,"21","15",1539
11013,"21","16",1548
11013,"21","17",1580
11013,"21","18",2151
11013,"21","19",3265
11013,"21","2",2
11013,"21","20",3995
11013,"21","21",5044
11013,"21","22",5801
11013,"21","23",6993
11013,"21","24",7730
11013,"21","25",7952
11013,"21","26",8195
11013,"21","27",10189
11013,"21","28",11102
11013,"21","29",12814
11013,"21","3",6
11013,"21","30",14843
11013,"21","31",15374
11013,"21","32",16156
11013,"21","33",16509
11013,"21","34",16964
11013,"21","35",17311
11013,"21","36",17334
11013,"21","37",17340
11013,"21","38",17604
11013,"21","39",17730
11013,"21","4",165
11013,"21","40",17755
11013,"21","41",17834
11013,"21","42",17838
11013,"21","43",17844
11013,"21","44",17878
11013,"21","45",17885
11013,"21","46",17898
11013,"21","47",17945
11013,"21","48",17957
11013,"21","49",17996
11013,"21","5",257
11013,"21","50",18029
11013,"21","51",18046
11013,"21","52",18047
11013,"21","6",479
11013,"21","7",572
11013,"21","8",607
11013,"21","9",660
11013,"22","1",18057
11013,"22","10",18866
11013,"22","11",18871
11013,"22","12",18878
11013,"22","13",18890
11013,"22","14",18897
11013,"22","15",18897
11013,"22","16",18908
11013,"22","17",18914
11013,"22","18",18917
11013,"22","19",18922
11013,"22","2",18076
11013,"22","20",18923
11013,"22","21",18923
11013,"22","22",18927
11013,"22","23",18929
11013,"22","24",18930
11013,"22","25",18930
11013,"22","26",18930
11013,"22","27",18930
11013,"22","28",18930
11013,"22","29",18931
11013,"22","3",18085
11013,"22","30",18931
11013,"22","31",18932
11013,"22","32",18932
11013,"22","33",18933
11013,"22","34",18933
11013,"22","35",18933
11013,"22","36",18933
11013,"22","37",18934
11013,"22","38",18935
11013,"22","39",18935
11013,"22","4",18255
11013,"22","40",18936
11013,"22","41",18939
11013,"22","42",18939
11013,"22","43",18940
11013,"22","44",18940
11013,"22","45",18941
11013,"22","46",18941
11013,"22","47",18943
11013,"22","48",18943
11013,"22","49",18943
11013,"22","5",18495
11013,"22","50",18943
11013,"22","51",18943
11013,"22","52",18943
11013,"22","6",18665
11013,"22","7",18766
11013,"22","8",18835
11013,"22","9",18835
11016,"21","10",624
11016,"21","11",703
11016,"21","12",827
11016,"21","13",888
11016,"21","14",910
11016,"21","15",1021
11016,"21","16",1046
11016,"21","17",1078
11016,"21","18",1429
11016,"21","19",2219
11016,"21","20",2314
11016,"21","21",2919
11016,"21","22",3845
11016,"21","23",5006
11016,"21","24",5375
11016,"21","25",6141
11016,"21","26",6525
11016,"21","27",7902
11016,"21","28",8532
11016,"21","29",9960
11016,"21","3",2
11016,"21","30",11328
11016,"21","31",13087
11016,"21","32",13865
11016,"21","33",14097
11016,"21","34",14498
11016,"21","35",14737
11016,"21","36",14804
11016,"21","37",14887
11016,"21","38",14945
11016,"21","39",14996
11016,"21","4",4
11016,"21","40",15062
11016,"21","41",15064
11016,"21","42",15084
11016,"21","43",15097
11016,"21","44",15097
11016,"21","45",15110
11016,"21","46",15128
11016,"21","47",15149
11016,"21","48",15181
11016,"21","49",15195
11016,"21","5",141
11016,"21","50",15217
11016,"21","51",15225
11016,"21","52",15227
11016,"21","6",332
11016,"21","7",460
11016,"21","8",562
11016,"21","9",595
11016,"22","1",15252
11016,"22","10",15882
11016,"22","11",15894
11016,"22","12",15900
11016,"22","13",15903
11016,"22","14",15906
11016,"22","15",15906
11016,"22","16",15907
11016,"22","17",15908
11016,"22","18",15908
11016,"22","19",15909
11016,"22","2",15265
11016,"22","20",15909
11016,"22","21",15910
11016,"22","22",15910
11016,"22","23",15911
11016,"22","24",15911
11016,"22","25",15911
11016,"22","26",15912
11016,"22","27",15912
11016,"22","28",15912
11016,"22","29",15912
11016,"22","3",15270
11016,"22","30",15912
11016,"22","31",15914
11016,"22","32",15915
11016,"22","33",15915
11016,"22","34",15915
11016,"22","35",15915
11016,"22","36",15916
11016,"22","37",15916
11016,"22","38",15916
11016,"22","39",15916
11016,"22","4",15451
11016,"22","40",15923
11016,"22","41",15923
11016,"22","42",15926
11016,"22","43",15926
11016,"22","44",15926
11016,"22","45",15926
11016,"22","46",15926
11016,"22","47",15926
11016,"22","48",15927
11016,"22","49",15927
11016,"22","5",15593
11016,"22","50",15927
11016,"22","51",15929
11016,"22","52",15929
11016,"22","6",15709
11016,"22","7",15781
11016,"22","8",15860
11016,"22","9",15876
11018,"21","1",2
11018,"21","10",419
11018,"21","11",470
11018,"21","12",520
11018,"21","13",589
11018,"21","14",607
11018,"21","15",697
11018,"21","16",704
11018,"21","17",716
11018,"21","18",934
11018,"21","19",1365
11018,"21","2",4
11018,"21","20",1644
11018,"21","21",2049
11018,"21","22",2369
11018,"21","23",2819
11018,"21","24",3131
11018,"21","25",3498
11018,"21","26",3553
11018,"21","27",4478
11018,"21","28",5066
11018,"21","29",6132
11018,"21","3",4
11018,"21","30",6716
11018,"21","31",7582
11018,"21","32",7783
11018,"21","33",8156
11018,"21","34",8416
11018,"21","35",8834
11018,"21","36",8929
11018,"21","37",9047
11018,"21","38",9135
11018,"21","39",9178
11018,"21","4",6
11018,"21","40",9202
11018,"21","41",9216
11018,"21","42",9229
11018,"21","43",9273
11018,"21","44",9280
11018,"21","45",9281
11018,"21","46",9294
11018,"21","47",9306
11018,"21","48",9313
11018,"21","49",9350
11018,"21","5",18
11018,"21","50",9363
11018,"21","51",9368
11018,"21","52",9369
11018,"21","6",301
11018,"21","7",354
11018,"21","8",374
11018,"21","9",388
11018,"22","1",9381
11018,"22","10",9756
11018,"22","11",9782
11018,"22","12",9816
11018,"22","13",9830
11018,"22","14",9831
11018,"22","15",9831
11018,"22","16",9832
11018,"22","17",9832
11018,"22","18",9832
11018,"22","19",9832
11018,"22","2",9391
11018,"22","20",9832
11018,"22","21",9832
11018,"22","22",9834
11018,"22","23",9834
11018,"22","24",9835
11018,"22","25",9839
11018,"22","26",9839
11018,"22","27",9839
11018,"22","28",9839
11018,"22","29",9839
11018,"22","3",9391
11018,"22","30",9840
11018,"22","31",9840
11018,"22","32",9840
11018,"22","33",9840
11018,"22","34",9840
11018,"22","35",9840
11018,"22","36",9840
11018,"22","37",9840
11018,"22","38",9840
11018,"22","39",9842
11018,"22","4",9395
11018,"22","40",9842
11018,"22","41",9842
11018,"22","42",9842
11018,"22","43",9842
11018,"22","44",9842
11018,"22","45",9843
11018,"22","46",9843
11018,"22","47",9843
11018,"22","48",9844
11018,"22","49",9844
11018,"22","5",9470
11018,"22","50",9844
11018,"22","51",9846
11018,"22","52",9846
11018,"22","6",9567
11018,"22","7",9671
11018,"22","8",9737
11018,"22","9",9746
11021,"21","10",360
11021,"21","11",432
11021,"21","12",488
11021,"21","13",553
11021,"21","14",567
11021,"21","15",641
11021,"21","16",649
11021,"21","17",656
11021,"21","18",843
11021,"21","19",1238
11021,"21","20",1557
11021,"21","21",1949
11021,"21","22",2294
11021,"21","23",2776
11021,"21","24",3043
11021,"21","25",3155
11021,"21","26",3236
11021,"21","27",4040
11021,"21","28",4421
11021,"21","29",5092
11021,"21","30",5839
11021,"21","31",6026
11021,"21","32",6332
11021,"21","33",6471
11021,"21","34",6681
11021,"21","35",6816
11021,"21","36",6821
11021,"21","37",6833
11021,"21","38",6944
11021,"21","39",6996
11021,"21","4",8
11021,"21","40",7007
11021,"21","41",7043
11021,"21","42",7046
11021,"21","43",7048
11021,"21","44",7053
11021,"21","45",7053
11021,"21","46",7056
11021,"21","47",7066
11021,"21","48",7075
11021,"21","49",7085
11021,"21","5",25
11021,"21","50",7092
11021,"21","51",7098
11021,"21","52",7098
11021,"21","6",217
11021,"21","7",264
11021,"21","8",282
11021,"21","9",303
11021,"22","1",7100
11021,"22","10",7412
11021,"22","11",7417
11021,"22","12",7419
11021,"22","13",7420
11021,"22","14",7421
11021,"22","15",7421
11021,"22","16",7423
11021,"22","17",7423
11021,"22","18",7423
11021,"22","19",7423
11021,"22","2",7103
11021,"22","20",7424
11021,"22","21",7424
11021,"22","22",7425
11021,"22","23",7425
11021,"22","24",7425
11021,"22","25",7425
11021,"22","26",7425
11021,"22","27",7426
11021,"22","28",7426
11021,"22","29",7427
11021,"22","3",7107
11021,"22","30",7427
11021,"22","31",7427
11021,"22","32",7427
11021,"22","33",7429
11021,"22","34",7429
11021,"22","35",7429
11021,"22","36",7429
11021,"22","37",7429
11021,"22","38",7431
11021,"22","39",7431
11021,"22","4",7192
11021,"22","40",7431
11021,"22","41",7431
11021,"22","42",7431
11021,"22","43",7432
11021,"22","44",7432
11021,"22","45",7433
11021,"22","46",7433
11021,"22","47",7433
11021,"22","48",7433
11021,"22","49",7433
11021,"22","5",7266
11021,"22","50",7433
11021,"22","51",7433
11021,"22","52",7433
11021,"22","6",7337
11021,"22","7",7376
11021,"22","8",7399
11021,"22","9",7399
11022,"21","10",703
11022,"21","11",821
11022,"21","12",938
11022,"21","13",1022
11022,"21","14",1059
11022,"21","15",1242
11022,"21","16",1261
11022,"21","17",1284
11022,"21","18",1764
11022,"21","19",2707
11022,"21","2",2
11022,"21","20",2821
11022,"21","21",3489
11022,"21","22",4367
11022,"21","23",5544
11022,"21","24",5965
11022,"21","25",6838
11022,"21","26",7210
11022,"21","27",8612
11022,"21","28",9328
11022,"21","29",10692
11022,"21","3",2
11022,"21","30",12062
11022,"21","31",13711
11022,"21","32",14444
11022,"21","33",14688
11022,"21","34",15070
11022,"21","35",15326
11022,"21","36",15401
11022,"21","37",15465
11022,"21","38",15520
11022,"21","39",15556
11022,"21","4",4
11022,"21","40",15648
11022,"21","41",15651
11022,"21","42",15681
11022,"21","43",15698
11022,"21","44",15698
11022,"21","45",15706
11022,"21","46",15724
11022,"21","47",15735
11022,"21","48",15753
11022,"21","49",15759
11022,"21","5",112
11022,"21","50",15782
11022,"21","51",15798
11022,"21","52",15798
11022,"21","6",541
11022,"21","7",611
11022,"21","8",637
11022,"21","9",667
11022,"22","1",15807
11022,"22","10",16412
11022,"22","11",16424
11022,"22","12",16430
11022,"22","13",16434
11022,"22","14",16441
11022,"22","15",16444
11022,"22","16",16444
11022,"22","17",16444
11022,"22","18",16444
11022,"22","19",16444
11022,"22","2",15820
11022,"22","20",16444
11022,"22","21",16444
11022,"22","22",16444
11022,"22","23",16444
11022,"22","24",16447
11022,"22","25",16448
11022,"22","26",16448
11022,"22","27",16449
11022,"22","28",16449
11022,"22","29",16449
11022,"22","3",15829
11022,"22","30",16449
11022,"22","31",16449
11022,"22","32",16449
11022,"22","33",16449
11022,"22","34",16449
11022,"22","35",16449
11022,"22","36",16450
11022,"22","37",16450
11022,"22","38",16450
11022,"22","39",16450
11022,"22","4",16020
11022,"22","40",16455
11022,"22","41",16458
11022,"22","42",16462
11022,"22","43",16462
11022,"22","44",16462
11022,"22","45",16462
11022,"22","46",16465
11022,"22","47",16465
11022,"22","48",16465
11022,"22","49",16465
11022,"22","5",16137
11022,"22","50",16465
11022,"22","51",16465
11022,"22","52",16465
11022,"22","6",16250
11022,"22","7",16326
11022,"22","8",16386
11022,"22","9",16401
11023,"21","1",2
11023,"21","10",882
11023,"21","11",1059
11023,"21","12",1329
11023,"21","13",1498
11023,"21","14",1551
11023,"21","15",1833
11023,"21","16",1858
11023,"21","17",1876
11023,"21","18",2577
11023,"21","19",3917
11023,"21","2",2
11023,"21","20",4102
11023,"21","21",5111
11023,"21","22",6375
11023,"21","23",8141
11023,"21","24",8706
11023,"21","25",9823
11023,"21","26",10392
11023,"21","27",12400
11023,"21","28",13600
11023,"21","29",15750
11023,"21","3",2
11023,"21","30",17624
11023,"21","31",19820
11023,"21","32",20912
11023,"21","33",21309
11023,"21","34",21914
11023,"21","35",22295
11023,"21","36",22420
11023,"21","37",22575
11023,"21","38",22701
11023,"21","39",22744
11023,"21","4",10
11023,"21","40",22834
11023,"21","41",22844
11023,"21","42",22888
11023,"21","43",22922
11023,"21","44",22922
11023,"21","45",22947
11023,"21","46",22981
11023,"21","47",22995
11023,"21","48",23052
11023,"21","49",23075
11023,"21","5",297
11023,"21","50",23112
11023,"21","51",23127
11023,"21","52",23129
