"mcp_code","mcp_name","province","region","year","month","mean_monthly","total_monthly","month_char","pop_tot","incidence"
"11001","Aartselaar","Antwerpen","Flanders",2021,1,1.83870967741935,57,"January",14455,3.94327222414389
"11001","Aartselaar","Antwerpen","Flanders",2021,2,2.64285714285714,74,"February",14455,5.1193358699412
"11001","Aartselaar","Antwerpen","Flanders",2021,3,3.61290322580645,112,"March",14455,7.74818401937046
"11001","Aartselaar","Antwerpen","Flanders",2021,4,2.5,75,"April",14455,5.18851608439986
"11001","Aartselaar","Antwerpen","Flanders",2021,5,1.74193548387097,54,"May",14455,3.7357315807679
"11001","Aartselaar","Antwerpen","Flanders",2021,6,1.1,33,"June",14455,2.28294707713594
"11001","Aartselaar","Antwerpen","Flanders",2021,7,2.64516129032258,82,"July",14455,5.67277758561052
"11001","Aartselaar","Antwerpen","Flanders",2021,8,2.2258064516129,69,"August",14455,4.77343479764787
"11001","Aartselaar","Antwerpen","Flanders",2021,9,1.56666666666667,47,"September",14455,3.25147007955725
"11001","Aartselaar","Antwerpen","Flanders",2021,10,5.41935483870968,168,"October",14455,11.6222760290557
"11001","Aartselaar","Antwerpen","Flanders",2021,11,21.2666666666667,638,"November",14455,44.1369768246282
"11001","Aartselaar","Antwerpen","Flanders",2021,12,9.7741935483871,303,"December",14455,20.9616049809754
"11002","Antwerpen","Antwerpen","Flanders",2021,1,100.645161290323,3120,"January",529417,5.89327505539112
"11002","Antwerpen","Antwerpen","Flanders",2021,2,119.571428571429,3348,"February",529417,6.32393746328509
"11002","Antwerpen","Antwerpen","Flanders",2021,3,193.193548387097,5989,"March",529417,11.3124436880569
"11002","Antwerpen","Antwerpen","Flanders",2021,4,175.566666666667,5267,"April",529417,9.94867939639264
"11002","Antwerpen","Antwerpen","Flanders",2021,5,132.096774193548,4095,"May",529417,7.73492351020084
"11002","Antwerpen","Antwerpen","Flanders",2021,6,44.7333333333333,1342,"June",529417,2.53486382190221
"11002","Antwerpen","Antwerpen","Flanders",2021,7,58.8709677419355,1825,"July",529417,3.44718813336179
"11002","Antwerpen","Antwerpen","Flanders",2021,8,119.387096774194,3701,"August",529417,6.99070864743671
"11002","Antwerpen","Antwerpen","Flanders",2021,9,96.6666666666667,2900,"September",529417,5.47772360917764
"11002","Antwerpen","Antwerpen","Flanders",2021,10,171.064516129032,5303,"October",529417,10.0166787239548
"11002","Antwerpen","Antwerpen","Flanders",2021,11,454.6,13638,"November",529417,25.7604119248154
"11002","Antwerpen","Antwerpen","Flanders",2021,12,350.064516129032,10852,"December",529417,20.4980195195847
"11004","Boechout","Antwerpen","Flanders",2021,1,1.83870967741935,57,"January",13527,4.21379463295631
"11004","Boechout","Antwerpen","Flanders",2021,2,1.85714285714286,52,"February",13527,3.84416352480225
"11004","Boechout","Antwerpen","Flanders",2021,3,2.93548387096774,91,"March",13527,6.72728616840393
"11004","Boechout","Antwerpen","Flanders",2021,4,3.53333333333333,106,"April",13527,7.83617949286612
"11004","Boechout","Antwerpen","Flanders",2021,5,3.41935483870968,106,"May",13527,7.83617949286612
"11004","Boechout","Antwerpen","Flanders",2021,6,0.5,15,"June",13527,1.10889332446219
"11004","Boechout","Antwerpen","Flanders",2021,7,2.06451612903226,64,"July",13527,4.731278184372
"11004","Boechout","Antwerpen","Flanders",2021,8,1.90322580645161,59,"August",13527,4.36164707621793
"11004","Boechout","Antwerpen","Flanders",2021,9,1.8,54,"September",13527,3.99201596806387
"11004","Boechout","Antwerpen","Flanders",2021,10,6.19354838709677,192,"October",13527,14.193834553116
"11004","Boechout","Antwerpen","Flanders",2021,11,17.5333333333333,526,"November",13527,38.8851925778074
"11004","Boechout","Antwerpen","Flanders",2021,12,11.6129032258065,360,"December",13527,26.6134397870925
"11005","Boom","Antwerpen","Flanders",2021,1,2.41935483870968,75,"January",18799,3.98957391350604
"11005","Boom","Antwerpen","Flanders",2021,2,2.14285714285714,60,"February",18799,3.19165913080483
"11005","Boom","Antwerpen","Flanders",2021,3,6.61290322580645,205,"March",18799,10.9048353635832
"11005","Boom","Antwerpen","Flanders",2021,4,6.16666666666667,185,"April",18799,9.84094898664823
"11005","Boom","Antwerpen","Flanders",2021,5,3.7741935483871,117,"May",18799,6.22373530506942
"11005","Boom","Antwerpen","Flanders",2021,6,2.43333333333333,73,"June",18799,3.88318527581254
"11005","Boom","Antwerpen","Flanders",2021,7,2.70967741935484,84,"July",18799,4.46832278312676
"11005","Boom","Antwerpen","Flanders",2021,8,4.96774193548387,154,"August",18799,8.19192510239906
"11005","Boom","Antwerpen","Flanders",2021,9,3.43333333333333,103,"September",18799,5.47901484121496
"11005","Boom","Antwerpen","Flanders",2021,10,4.93548387096774,153,"October",18799,8.13873078355232
"11005","Boom","Antwerpen","Flanders",2021,11,19.8,594,"November",18799,31.5974253949678
"11005","Boom","Antwerpen","Flanders",2021,12,15.4193548387097,478,"December",18799,25.4268844087451
"11007","Borsbeek","Antwerpen","Flanders",2021,1,1.83870967741935,57,"January",11077,5.14579759862779
"11007","Borsbeek","Antwerpen","Flanders",2021,2,2.10714285714286,59,"February",11077,5.32635190033402
"11007","Borsbeek","Antwerpen","Flanders",2021,3,3.45161290322581,107,"March",11077,9.65965514128374
"11007","Borsbeek","Antwerpen","Flanders",2021,4,2.6,78,"April",11077,7.04161776654329
"11007","Borsbeek","Antwerpen","Flanders",2021,5,2.83870967741935,88,"May",11077,7.94438927507448
"11007","Borsbeek","Antwerpen","Flanders",2021,6,1,30,"June",11077,2.70831452559357
"11007","Borsbeek","Antwerpen","Flanders",2021,7,1.67741935483871,52,"July",11077,4.69441184436219
"11007","Borsbeek","Antwerpen","Flanders",2021,8,1.51612903225806,47,"August",11077,4.2430260900966
"11007","Borsbeek","Antwerpen","Flanders",2021,9,1.76666666666667,53,"September",11077,4.78468899521531
"11007","Borsbeek","Antwerpen","Flanders",2021,10,6.7741935483871,210,"October",11077,18.958201679155
"11007","Borsbeek","Antwerpen","Flanders",2021,11,12.7333333333333,382,"November",11077,34.4858716258915
"11007","Borsbeek","Antwerpen","Flanders",2021,12,6.48387096774194,201,"December",11077,18.1457073214769
"11008","Brasschaat","Antwerpen","Flanders",2021,1,4.16129032258065,129,"January",38211,3.37599120672058
"11008","Brasschaat","Antwerpen","Flanders",2021,2,4.28571428571429,120,"February",38211,3.14045693648426
"11008","Brasschaat","Antwerpen","Flanders",2021,3,8.80645161290323,273,"March",38211,7.14453953050169
"11008","Brasschaat","Antwerpen","Flanders",2021,4,7.53333333333333,226,"April",38211,5.91452723037869
"11008","Brasschaat","Antwerpen","Flanders",2021,5,5.35483870967742,166,"May",38211,4.34429876213656
"11008","Brasschaat","Antwerpen","Flanders",2021,6,1.7,51,"June",38211,1.33469419800581
"11008","Brasschaat","Antwerpen","Flanders",2021,7,4.90322580645161,152,"July",38211,3.97791211954673
"11008","Brasschaat","Antwerpen","Flanders",2021,8,3.67741935483871,114,"August",38211,2.98343408966005
"11008","Brasschaat","Antwerpen","Flanders",2021,9,2.86666666666667,86,"September",38211,2.25066080448039
"11008","Brasschaat","Antwerpen","Flanders",2021,10,10.3548387096774,321,"October",38211,8.40072230509539
"11008","Brasschaat","Antwerpen","Flanders",2021,11,48.1666666666667,1445,"November",38211,37.8163356101646
"11008","Brasschaat","Antwerpen","Flanders",2021,12,30.8709677419355,957,"December",38211,25.045144068462
"11009","Brecht","Antwerpen","Flanders",2021,1,3.45161290322581,107,"January",29809,3.58951994364118
"11009","Brecht","Antwerpen","Flanders",2021,2,3.17857142857143,89,"February",29809,2.9856754671408
"11009","Brecht","Antwerpen","Flanders",2021,3,6.61290322580645,205,"March",29809,6.87711764903217
"11009","Brecht","Antwerpen","Flanders",2021,4,6.43333333333333,193,"April",29809,6.47455466469858
"11009","Brecht","Antwerpen","Flanders",2021,5,4.48387096774194,139,"May",29809,4.66302123519742
"11009","Brecht","Antwerpen","Flanders",2021,6,1.6,48,"June",29809,1.61025193733436
"11009","Brecht","Antwerpen","Flanders",2021,7,2.83870967741935,88,"July",29809,2.95212855177966
"11009","Brecht","Antwerpen","Flanders",2021,8,2.74193548387097,85,"August",29809,2.85148780569627
"11009","Brecht","Antwerpen","Flanders",2021,9,2.6,78,"September",29809,2.61665939816834
"11009","Brecht","Antwerpen","Flanders",2021,10,15.4193548387097,478,"October",29809,16.0354255426214
"11009","Brecht","Antwerpen","Flanders",2021,11,42.6333333333333,1279,"November",29809,42.9065047468885
"11009","Brecht","Antwerpen","Flanders",2021,12,25.5161290322581,791,"December",29809,26.5356100506558
"11013","Edegem","Antwerpen","Flanders",2021,1,2.51612903225806,78,"January",22244,3.50656356770365
"11013","Edegem","Antwerpen","Flanders",2021,2,2.85714285714286,80,"February",22244,3.59647545405503
"11013","Edegem","Antwerpen","Flanders",2021,3,5,155,"March",22244,6.96817119223161
"11013","Edegem","Antwerpen","Flanders",2021,4,4.26666666666667,128,"April",22244,5.75436072648804
"11013","Edegem","Antwerpen","Flanders",2021,5,4.87096774193548,151,"May",22244,6.78834741952886
"11013","Edegem","Antwerpen","Flanders",2021,6,1.63333333333333,49,"June",22244,2.2028412156087
"11013","Edegem","Antwerpen","Flanders",2021,7,4.03225806451613,125,"July",22244,5.61949289696098
"11013","Edegem","Antwerpen","Flanders",2021,8,2.35483870967742,73,"August",22244,3.28178385182521
"11013","Edegem","Antwerpen","Flanders",2021,9,3.86666666666667,116,"September",22244,5.21488940837979
"11013","Edegem","Antwerpen","Flanders",2021,10,11.2903225806452,350,"October",22244,15.7345801114907
"11013","Edegem","Antwerpen","Flanders",2021,11,26.1333333333333,784,"November",22244,35.2454594497393
"11013","Edegem","Antwerpen","Flanders",2021,12,18.7741935483871,582,"December",22244,26.1643589282503
"11016","Essen","Antwerpen","Flanders",2021,1,3.70967741935484,115,"January",19196,5.99083142321317
"11016","Essen","Antwerpen","Flanders",2021,2,3.39285714285714,95,"February",19196,4.94894769743697
"11016","Essen","Antwerpen","Flanders",2021,3,6.41935483870968,199,"March",19196,10.3667430714732
"11016","Essen","Antwerpen","Flanders",2021,4,4.4,132,"April",19196,6.87643259012294
"11016","Essen","Antwerpen","Flanders",2021,5,3.54838709677419,110,"May",19196,5.73036049176912
"11016","Essen","Antwerpen","Flanders",2021,6,2.16666666666667,65,"June",19196,3.38612210877266
"11016","Essen","Antwerpen","Flanders",2021,7,1.67741935483871,52,"July",19196,2.70889768701813
"11016","Essen","Antwerpen","Flanders",2021,8,1.67741935483871,52,"August",19196,2.70889768701813
"11016","Essen","Antwerpen","Flanders",2021,9,1.83333333333333,55,"September",19196,2.86518024588456
"11016","Essen","Antwerpen","Flanders",2021,10,4.80645161290323,149,"October",19196,7.76203375703272
"11016","Essen","Antwerpen","Flanders",2021,11,21.8333333333333,655,"November",19196,34.1216920191707
"11016","Essen","Antwerpen","Flanders",2021,12,15,465,"December",19196,24.2237966242967
"11018","Hemiksem","Antwerpen","Flanders",2021,1,1.90322580645161,59,"January",11722,5.03327077290565
"11018","Hemiksem","Antwerpen","Flanders",2021,2,2.71428571428571,76,"February",11722,6.48353523289541
"11018","Hemiksem","Antwerpen","Flanders",2021,3,3.45161290322581,107,"March",11722,9.1281351305238
"11018","Hemiksem","Antwerpen","Flanders",2021,4,2.83333333333333,85,"April",11722,7.25132229994881
"11018","Hemiksem","Antwerpen","Flanders",2021,5,2.48387096774194,77,"May",11722,6.56884490701246
"11018","Hemiksem","Antwerpen","Flanders",2021,6,1.03333333333333,31,"June",11722,2.64459989762839
"11018","Hemiksem","Antwerpen","Flanders",2021,7,2.51612903225806,78,"July",11722,6.6541545811295
"11018","Hemiksem","Antwerpen","Flanders",2021,8,1.80645161290323,56,"August",11722,4.77734175055451
"11018","Hemiksem","Antwerpen","Flanders",2021,9,1.53333333333333,46,"September",11722,3.92424500938406
"11018","Hemiksem","Antwerpen","Flanders",2021,10,2.93548387096774,91,"October",11722,7.76318034465108
"11018","Hemiksem","Antwerpen","Flanders",2021,11,16.3,489,"November",11722,41.7164306432349
"11018","Hemiksem","Antwerpen","Flanders",2021,12,8.38709677419355,260,"December",11722,22.1805152704317
"11021","Hove (Antwerpen)","Antwerpen","Flanders",2021,1,0.935483870967742,29,"January",8287,3.49945698081332
"11021","Hove (Antwerpen)","Antwerpen","Flanders",2021,2,0.928571428571429,26,"February",8287,3.1374441896947
"11021","Hove (Antwerpen)","Antwerpen","Flanders",2021,3,2.06451612903226,64,"March",8287,7.72293954386388
"11021","Hove (Antwerpen)","Antwerpen","Flanders",2021,4,1.9,57,"April",8287,6.87824303125377
"11021","Hove (Antwerpen)","Antwerpen","Flanders",2021,5,2.32258064516129,72,"May",8287,8.68830698684687
"11021","Hove (Antwerpen)","Antwerpen","Flanders",2021,6,0.5,15,"June",8287,1.8100639555931
"11021","Hove (Antwerpen)","Antwerpen","Flanders",2021,7,1.58064516129032,49,"July",8287,5.91287558827079
"11021","Hove (Antwerpen)","Antwerpen","Flanders",2021,8,1.74193548387097,54,"August",8287,6.51623024013515
"11021","Hove (Antwerpen)","Antwerpen","Flanders",2021,9,0.7,21,"September",8287,2.53408953783034
"11021","Hove (Antwerpen)","Antwerpen","Flanders",2021,10,3.45161290322581,107,"October",8287,12.9117895498974
"11021","Hove (Antwerpen)","Antwerpen","Flanders",2021,11,7.7,231,"November",8287,27.8749849161337
"11021","Hove (Antwerpen)","Antwerpen","Flanders",2021,12,7.06451612903226,219,"December",8287,26.4269337516592
"11022","Kalmthout","Antwerpen","Flanders",2021,1,1.96774193548387,61,"January",19020,3.20715036803365
"11022","Kalmthout","Antwerpen","Flanders",2021,2,2.92857142857143,82,"February",19020,4.31125131440589
"11022","Kalmthout","Antwerpen","Flanders",2021,3,3.83870967741935,119,"March",19020,6.25657202944269
"11022","Kalmthout","Antwerpen","Flanders",2021,4,3.83333333333333,115,"April",19020,6.04626708727655
"11022","Kalmthout","Antwerpen","Flanders",2021,5,3.38709677419355,105,"May",19020,5.5205047318612
"11022","Kalmthout","Antwerpen","Flanders",2021,6,2.06666666666667,62,"June",19020,3.25972660357518
"11022","Kalmthout","Antwerpen","Flanders",2021,7,2.35483870967742,73,"July",19020,3.83806519453207
"11022","Kalmthout","Antwerpen","Flanders",2021,8,1.45161290322581,45,"August",19020,2.36593059936909
"11022","Kalmthout","Antwerpen","Flanders",2021,9,1.86666666666667,56,"September",19020,2.94426919032597
"11022","Kalmthout","Antwerpen","Flanders",2021,10,5,155,"October",19020,8.14931650893796
"11022","Kalmthout","Antwerpen","Flanders",2021,11,24.8666666666667,746,"November",19020,39.2218717139853
"11022","Kalmthout","Antwerpen","Flanders",2021,12,17.5483870967742,544,"December",19020,28.6014721345952
"11023","Kapellen (Antwerpen)","Antwerpen","Flanders",2021,1,3.93548387096774,122,"January",27157,4.4923960673123
"11023","Kapellen (Antwerpen)","Antwerpen","Flanders",2021,2,3.82142857142857,107,"February",27157,3.94005228854439
"11023","Kapellen (Antwerpen)","Antwerpen","Flanders",2021,3,5.48387096774194,170,"March",27157,6.25989615936959
"11023","Kapellen (Antwerpen)","Antwerpen","Flanders",2021,4,4.7,141,"April",27157,5.19203152041831
"11023","Kapellen (Antwerpen)","Antwerpen","Flanders",2021,5,5.90322580645161,183,"May",27157,6.73859410096844
"11023","Kapellen (Antwerpen)","Antwerpen","Flanders",2021,6,2.43333333333333,73,"June",27157,2.68807305667047
"11023","Kapellen (Antwerpen)","Antwerpen","Flanders",2021,7,3.06451612903226,95,"July",27157,3.49817726553007
"11023","Kapellen (Antwerpen)","Antwerpen","Flanders",2021,8,2.67741935483871,83,"August",27157,3.05630224251574
"11023","Kapellen (Antwerpen)","Antwerpen","Flanders",2021,9,2,60,"September",27157,2.20937511507162
"11023","Kapellen (Antwerpen)","Antwerpen","Flanders",2021,10,9.61290322580645,298,"October",27157,10.973229738189
"11023","Kapellen (Antwerpen)","Antwerpen","Flanders",2021,11,28.6,858,"November",27157,31.5940641455242
"11023","Kapellen (Antwerpen)","Antwerpen","Flanders",2021,12,23.8064516129032,738,"December",27157,27.1753139153809
"11024","Kontich","Antwerpen","Flanders",2021,1,2.29032258064516,71,"January",21260,3.33960489181562
"11024","Kontich","Antwerpen","Flanders",2021,2,1.92857142857143,54,"February",21260,2.53998118532455
"11024","Kontich","Antwerpen","Flanders",2021,3,5.80645161290323,180,"March",21260,8.46660395108184
"11024","Kontich","Antwerpen","Flanders",2021,4,4.5,135,"April",21260,6.34995296331138
"11024","Kontich","Antwerpen","Flanders",2021,5,3.61290322580645,112,"May",21260,5.26810912511759
"11024","Kontich","Antwerpen","Flanders",2021,6,1.53333333333333,46,"June",21260,2.16368767638758
"11024","Kontich","Antwerpen","Flanders",2021,7,2.67741935483871,83,"July",21260,3.90404515522107
"11024","Kontich","Antwerpen","Flanders",2021,8,2.67741935483871,83,"August",21260,3.90404515522107
"11024","Kontich","Antwerpen","Flanders",2021,9,3.2,96,"September",21260,4.51552210724365
"11024","Kontich","Antwerpen","Flanders",2021,10,8.41935483870968,261,"October",21260,12.2765757290687
"11024","Kontich","Antwerpen","Flanders",2021,11,26,780,"November",21260,36.6886171213547
"11024","Kontich","Antwerpen","Flanders",2021,12,14.6774193548387,455,"December",21260,21.4016933207902
"11025","Lint","Antwerpen","Flanders",2021,1,2.51612903225806,78,"January",8575,9.09620991253644
"11025","Lint","Antwerpen","Flanders",2021,2,1.17857142857143,33,"February",8575,3.84839650145773
"11025","Lint","Antwerpen","Flanders",2021,3,2.74193548387097,85,"March",8575,9.91253644314869
"11025","Lint","Antwerpen","Flanders",2021,4,1.13333333333333,34,"April",8575,3.96501457725947
"11025","Lint","Antwerpen","Flanders",2021,5,1.64516129032258,51,"May",8575,5.94752186588921
"11025","Lint","Antwerpen","Flanders",2021,6,0.733333333333333,22,"June",8575,2.56559766763848
"11025","Lint","Antwerpen","Flanders",2021,7,1.7741935483871,55,"July",8575,6.41399416909621
"11025","Lint","Antwerpen","Flanders",2021,8,1.06451612903226,33,"August",8575,3.84839650145773
"11025","Lint","Antwerpen","Flanders",2021,9,1,30,"September",8575,3.49854227405248
"11025","Lint","Antwerpen","Flanders",2021,10,4.35483870967742,135,"October",8575,15.7434402332362
"11025","Lint","Antwerpen","Flanders",2021,11,9.93333333333333,298,"November",8575,34.7521865889213
"11025","Lint","Antwerpen","Flanders",2021,12,7.67741935483871,238,"December",8575,27.7551020408163
"11029","Mortsel","Antwerpen","Flanders",2021,1,3.54838709677419,110,"January",26170,4.20328620557891
"11029","Mortsel","Antwerpen","Flanders",2021,2,3.21428571428571,90,"February",26170,3.43905235001911
"11029","Mortsel","Antwerpen","Flanders",2021,3,5.29032258064516,164,"March",26170,6.26671761559037
"11029","Mortsel","Antwerpen","Flanders",2021,4,6.7,201,"April",26170,7.680550248376
"11029","Mortsel","Antwerpen","Flanders",2021,5,5.87096774193548,182,"May",26170,6.95452808559419
"11029","Mortsel","Antwerpen","Flanders",2021,6,1.7,51,"June",26170,1.94879633167749
"11029","Mortsel","Antwerpen","Flanders",2021,7,3.93548387096774,122,"July",26170,4.66182651891479
"11029","Mortsel","Antwerpen","Flanders",2021,8,3.19354838709677,99,"August",26170,3.78295758502102
"11029","Mortsel","Antwerpen","Flanders",2021,9,3.93333333333333,118,"September",26170,4.50897974780283
"11029","Mortsel","Antwerpen","Flanders",2021,10,12.9677419354839,402,"October",26170,15.361100496752
"11029","Mortsel","Antwerpen","Flanders",2021,11,32.1666666666667,965,"November",26170,36.8742835307604
"11029","Mortsel","Antwerpen","Flanders",2021,12,21.5161290322581,667,"December",26170,25.4871990829194
"11030","Niel","Antwerpen","Flanders",2021,1,1.64516129032258,51,"January",10493,4.86038311255122
"11030","Niel","Antwerpen","Flanders",2021,2,1.64285714285714,46,"February",10493,4.38387496426189
"11030","Niel","Antwerpen","Flanders",2021,3,3.87096774193548,120,"March",10493,11.4361955589441
"11030","Niel","Antwerpen","Flanders",2021,4,2.63333333333333,79,"April",10493,7.52882874297151
"11030","Niel","Antwerpen","Flanders",2021,5,1.90322580645161,59,"May",10493,5.62279614981416
"11030","Niel","Antwerpen","Flanders",2021,6,0.733333333333333,22,"June",10493,2.09663585247308
"11030","Niel","Antwerpen","Flanders",2021,7,2,62,"July",10493,5.90870103878776
"11030","Niel","Antwerpen","Flanders",2021,8,2.51612903225806,78,"August",10493,7.43352711331364
"11030","Niel","Antwerpen","Flanders",2021,9,2,60,"September",10493,5.71809777947203
"11030","Niel","Antwerpen","Flanders",2021,10,3.32258064516129,103,"October",10493,9.81606785476032
"11030","Niel","Antwerpen","Flanders",2021,11,16.5333333333333,496,"November",10493,47.2696083103021
"11030","Niel","Antwerpen","Flanders",2021,12,9.41935483870968,292,"December",10493,27.8280758600972
"11035","Ranst","Antwerpen","Flanders",2021,1,3.29032258064516,102,"January",19249,5.29897657021144
"11035","Ranst","Antwerpen","Flanders",2021,2,2.53571428571429,71,"February",19249,3.68850329887267
"11035","Ranst","Antwerpen","Flanders",2021,3,3.74193548387097,116,"March",19249,6.0262870798483
"11035","Ranst","Antwerpen","Flanders",2021,4,3.23333333333333,97,"April",19249,5.0392228167697
"11035","Ranst","Antwerpen","Flanders",2021,5,3.64516129032258,113,"May",19249,5.87043482778326
"11035","Ranst","Antwerpen","Flanders",2021,6,1.36666666666667,41,"June",19249,2.12998077822225
"11035","Ranst","Antwerpen","Flanders",2021,7,2.58064516129032,80,"July",19249,4.1560600550678
"11035","Ranst","Antwerpen","Flanders",2021,8,2.58064516129032,80,"August",19249,4.1560600550678
"11035","Ranst","Antwerpen","Flanders",2021,9,2.1,63,"September",19249,3.27289729336589
"11035","Ranst","Antwerpen","Flanders",2021,10,10.0322580645161,311,"October",19249,16.1566834640761
"11035","Ranst","Antwerpen","Flanders",2021,11,25.1666666666667,755,"November",19249,39.2228167697023
"11035","Ranst","Antwerpen","Flanders",2021,12,13.3225806451613,413,"December",19249,21.4556600342875
"11037","Rumst","Antwerpen","Flanders",2021,1,2.29032258064516,71,"January",15146,4.68770632510234
"11037","Rumst","Antwerpen","Flanders",2021,2,1.92857142857143,54,"February",15146,3.56529776838769
"11037","Rumst","Antwerpen","Flanders",2021,3,4.06451612903226,126,"March",15146,8.31902812623795
"11037","Rumst","Antwerpen","Flanders",2021,4,3.43333333333333,103,"April",15146,6.80047537303578
"11037","Rumst","Antwerpen","Flanders",2021,5,2.12903225806452,66,"May",15146,4.35758616136274
"11037","Rumst","Antwerpen","Flanders",2021,6,1.06666666666667,32,"June",15146,2.11276904793345
"11037","Rumst","Antwerpen","Flanders",2021,7,2.03225806451613,63,"July",15146,4.15951406311897
"11037","Rumst","Antwerpen","Flanders",2021,8,1.51612903225806,47,"August",15146,3.10312953915225
"11037","Rumst","Antwerpen","Flanders",2021,9,2,60,"September",15146,3.96144196487522
"11037","Rumst","Antwerpen","Flanders",2021,10,4.87096774193548,151,"October",15146,9.96962894493596
"11037","Rumst","Antwerpen","Flanders",2021,11,27.4333333333333,823,"November",15146,54.3377789515384
"11037","Rumst","Antwerpen","Flanders",2021,12,11.9032258064516,369,"December",15146,24.3628680839826
"11038","Schelle","Antwerpen","Flanders",2021,1,1.12903225806452,35,"January",8559,4.08926276434163
"11038","Schelle","Antwerpen","Flanders",2021,2,1.07142857142857,30,"February",8559,3.50508236943568
"11038","Schelle","Antwerpen","Flanders",2021,3,2.87096774193548,89,"March",8559,10.3984110293259
"11038","Schelle","Antwerpen","Flanders",2021,4,2.43333333333333,73,"April",8559,8.52903376562683
"11038","Schelle","Antwerpen","Flanders",2021,5,1.19354838709677,37,"May",8559,4.32293492230401
"11038","Schelle","Antwerpen","Flanders",2021,6,0.3,9,"June",8559,1.0515247108307
"11038","Schelle","Antwerpen","Flanders",2021,7,1.83870967741935,57,"July",8559,6.6596565019278
"11038","Schelle","Antwerpen","Flanders",2021,8,0.903225806451613,28,"August",8559,3.2714102114733
"11038","Schelle","Antwerpen","Flanders",2021,9,0.766666666666667,23,"September",8559,2.68722981656736
"11038","Schelle","Antwerpen","Flanders",2021,10,3.2258064516129,100,"October",8559,11.6836078981189
"11038","Schelle","Antwerpen","Flanders",2021,11,12.6666666666667,380,"November",8559,44.397710012852
"11038","Schelle","Antwerpen","Flanders",2021,12,7.29032258064516,226,"December",8559,26.4049538497488
"11039","Schilde","Antwerpen","Flanders",2021,1,2.93548387096774,91,"January",19925,4.56712672521957
"11039","Schilde","Antwerpen","Flanders",2021,2,2.82142857142857,79,"February",19925,3.96486825595985
"11039","Schilde","Antwerpen","Flanders",2021,3,3.51612903225806,109,"March",19925,5.47051442910916
"11039","Schilde","Antwerpen","Flanders",2021,4,3.86666666666667,116,"April",19925,5.82183186951067
"11039","Schilde","Antwerpen","Flanders",2021,5,2.93548387096774,91,"May",19925,4.56712672521957
"11039","Schilde","Antwerpen","Flanders",2021,6,1.1,33,"June",19925,1.65621079046424
"11039","Schilde","Antwerpen","Flanders",2021,7,4.2258064516129,131,"July",19925,6.57465495608532
"11039","Schilde","Antwerpen","Flanders",2021,8,2.70967741935484,84,"August",19925,4.21580928481807
"11039","Schilde","Antwerpen","Flanders",2021,9,1.36666666666667,41,"September",19925,2.05771643663739
"11039","Schilde","Antwerpen","Flanders",2021,10,9.19354838709677,285,"October",19925,14.3036386449184
"11039","Schilde","Antwerpen","Flanders",2021,11,22.4333333333333,673,"November",19925,33.7766624843162
"11039","Schilde","Antwerpen","Flanders",2021,12,17.6774193548387,548,"December",19925,27.5031367628607
"11040","Schoten","Antwerpen","Flanders",2021,1,5.70967741935484,177,"January",34291,5.16170423726342
"11040","Schoten","Antwerpen","Flanders",2021,2,5.71428571428571,160,"February",34291,4.66594733311948
"11040","Schoten","Antwerpen","Flanders",2021,3,9.48387096774194,294,"March",34291,8.57367822460704
"11040","Schoten","Antwerpen","Flanders",2021,4,6.46666666666667,194,"April",34291,5.65746114140737
"11040","Schoten","Antwerpen","Flanders",2021,5,5.58064516129032,173,"May",34291,5.04505555393543
"11040","Schoten","Antwerpen","Flanders",2021,6,2,60,"June",34291,1.7497302499198
"11040","Schoten","Antwerpen","Flanders",2021,7,3.93548387096774,122,"July",34291,3.5577848415036
"11040","Schoten","Antwerpen","Flanders",2021,8,4.29032258064516,133,"August",34291,3.87856872065557
"11040","Schoten","Antwerpen","Flanders",2021,9,2.83333333333333,85,"September",34291,2.47878452071972
"11040","Schoten","Antwerpen","Flanders",2021,10,11.0967741935484,344,"October",34291,10.0317867662069
"11040","Schoten","Antwerpen","Flanders",2021,11,36.1666666666667,1085,"November",34291,31.6409553527165
"11040","Schoten","Antwerpen","Flanders",2021,12,24.8387096774194,770,"December",34291,22.4548715406375
"11044","Stabroek","Antwerpen","Flanders",2021,1,2.45161290322581,76,"January",18680,4.06852248394004
"11044","Stabroek","Antwerpen","Flanders",2021,2,2.96428571428571,83,"February",18680,4.44325481798715
"11044","Stabroek","Antwerpen","Flanders",2021,3,3.2258064516129,100,"March",18680,5.35331905781585
"11044","Stabroek","Antwerpen","Flanders",2021,4,3.06666666666667,92,"April",18680,4.92505353319058
"11044","Stabroek","Antwerpen","Flanders",2021,5,4.06451612903226,126,"May",18680,6.74518201284797
"11044","Stabroek","Antwerpen","Flanders",2021,6,1.23333333333333,37,"June",18680,1.98072805139186
"11044","Stabroek","Antwerpen","Flanders",2021,7,2.09677419354839,65,"July",18680,3.4796573875803
"11044","Stabroek","Antwerpen","Flanders",2021,8,2.12903225806452,66,"August",18680,3.53319057815846
"11044","Stabroek","Antwerpen","Flanders",2021,9,2.43333333333333,73,"September",18680,3.90792291220557
"11044","Stabroek","Antwerpen","Flanders",2021,10,7.16129032258065,222,"October",18680,11.8843683083512
"11044","Stabroek","Antwerpen","Flanders",2021,11,18.6666666666667,560,"November",18680,29.9785867237687
"11044","Stabroek","Antwerpen","Flanders",2021,12,13.1290322580645,407,"December",18680,21.7880085653105
