"mcp_code","mcp_name","province","region","year","month","mean_monthly","total_monthly"
13037,"Rijkevorsel","Antwerpen","Flanders",2021,4,3.56666666666667,107
13037,"Rijkevorsel","Antwerpen","Flanders",2021,5,3.41935483870968,106
13037,"Rijkevorsel","Antwerpen","Flanders",2021,6,0.866666666666667,26
13037,"Rijkevorsel","Antwerpen","Flanders",2021,7,1.90322580645161,59
13037,"Rijkevorsel","Antwerpen","Flanders",2021,8,0.967741935483871,30
13037,"Rijkevorsel","Antwerpen","Flanders",2021,9,1.63333333333333,49
13037,"Rijkevorsel","Antwerpen","Flanders",2021,10,7.67741935483871,238
13037,"Rijkevorsel","Antwerpen","Flanders",2021,11,25.8,774
13037,"Rijkevorsel","Antwerpen","Flanders",2021,12,7,217
13037,"Rijkevorsel","Antwerpen","Flanders",2022,1,28.7741935483871,892
13040,"Turnhout","Antwerpen","Flanders",2020,9,3.76666666666667,113
13040,"Turnhout","Antwerpen","Flanders",2020,10,18.2903225806452,567
13040,"Turnhout","Antwerpen","Flanders",2020,11,15.9666666666667,479
13040,"Turnhout","Antwerpen","Flanders",2020,12,10.9354838709677,339
13040,"Turnhout","Antwerpen","Flanders",2021,1,5.51612903225806,171
13040,"Turnhout","Antwerpen","Flanders",2021,2,8.25,231
13040,"Turnhout","Antwerpen","Flanders",2021,3,12.3225806451613,382
13040,"Turnhout","Antwerpen","Flanders",2021,4,18.5666666666667,557
13040,"Turnhout","Antwerpen","Flanders",2021,5,6.70967741935484,208
13040,"Turnhout","Antwerpen","Flanders",2021,6,3.13333333333333,94
13040,"Turnhout","Antwerpen","Flanders",2021,7,4.2258064516129,131
13040,"Turnhout","Antwerpen","Flanders",2021,8,8.96774193548387,278
13040,"Turnhout","Antwerpen","Flanders",2021,9,6.8,204
13040,"Turnhout","Antwerpen","Flanders",2021,10,22.4193548387097,695
13040,"Turnhout","Antwerpen","Flanders",2021,11,62.8666666666667,1886
13040,"Turnhout","Antwerpen","Flanders",2021,12,37.4193548387097,1160
13040,"Turnhout","Antwerpen","Flanders",2022,1,133.225806451613,4130
13044,"Vorselaar","Antwerpen","Flanders",2020,9,0.133333333333333,4
13044,"Vorselaar","Antwerpen","Flanders",2020,10,3.58064516129032,111
13044,"Vorselaar","Antwerpen","Flanders",2020,11,1.66666666666667,50
13044,"Vorselaar","Antwerpen","Flanders",2020,12,1.16129032258065,36
13044,"Vorselaar","Antwerpen","Flanders",2021,1,0.580645161290323,18
13044,"Vorselaar","Antwerpen","Flanders",2021,2,1.39285714285714,39
13044,"Vorselaar","Antwerpen","Flanders",2021,3,0.935483870967742,29
13044,"Vorselaar","Antwerpen","Flanders",2021,4,1.8,54
13044,"Vorselaar","Antwerpen","Flanders",2021,5,1.03225806451613,32
13044,"Vorselaar","Antwerpen","Flanders",2021,6,0.1,3
13044,"Vorselaar","Antwerpen","Flanders",2021,7,0.645161290322581,20
13044,"Vorselaar","Antwerpen","Flanders",2021,8,1.06451612903226,33
13044,"Vorselaar","Antwerpen","Flanders",2021,9,0.633333333333333,19
13044,"Vorselaar","Antwerpen","Flanders",2021,10,2.38709677419355,74
13044,"Vorselaar","Antwerpen","Flanders",2021,11,11.1,333
13044,"Vorselaar","Antwerpen","Flanders",2021,12,9.03225806451613,280
13044,"Vorselaar","Antwerpen","Flanders",2022,1,21.8709677419355,678
13046,"Vosselaar","Antwerpen","Flanders",2020,9,0.633333333333333,19
13046,"Vosselaar","Antwerpen","Flanders",2020,10,3.41935483870968,106
13046,"Vosselaar","Antwerpen","Flanders",2020,11,3.16666666666667,95
13046,"Vosselaar","Antwerpen","Flanders",2020,12,2.58064516129032,80
13046,"Vosselaar","Antwerpen","Flanders",2021,1,1.58064516129032,49
13046,"Vosselaar","Antwerpen","Flanders",2021,2,1.82142857142857,51
13046,"Vosselaar","Antwerpen","Flanders",2021,3,2.48387096774194,77
13046,"Vosselaar","Antwerpen","Flanders",2021,4,3.13333333333333,94
13046,"Vosselaar","Antwerpen","Flanders",2021,5,1.41935483870968,44
13046,"Vosselaar","Antwerpen","Flanders",2021,6,0.9,27
13046,"Vosselaar","Antwerpen","Flanders",2021,7,1.16129032258065,36
13046,"Vosselaar","Antwerpen","Flanders",2021,8,0.709677419354839,22
13046,"Vosselaar","Antwerpen","Flanders",2021,9,1.26666666666667,38
13046,"Vosselaar","Antwerpen","Flanders",2021,10,5.19354838709677,161
13046,"Vosselaar","Antwerpen","Flanders",2021,11,23.5333333333333,706
13046,"Vosselaar","Antwerpen","Flanders",2021,12,14.2903225806452,443
13046,"Vosselaar","Antwerpen","Flanders",2022,1,31.2903225806452,970
13049,"Westerlo","Antwerpen","Flanders",2020,9,0.966666666666667,29
13049,"Westerlo","Antwerpen","Flanders",2020,10,8.64516129032258,268
13049,"Westerlo","Antwerpen","Flanders",2020,11,4.83333333333333,145
13049,"Westerlo","Antwerpen","Flanders",2020,12,3.03225806451613,94
13049,"Westerlo","Antwerpen","Flanders",2021,1,2.09677419354839,65
13049,"Westerlo","Antwerpen","Flanders",2021,2,1.71428571428571,48
13049,"Westerlo","Antwerpen","Flanders",2021,3,5.35483870967742,166
13049,"Westerlo","Antwerpen","Flanders",2021,4,3.83333333333333,115
13049,"Westerlo","Antwerpen","Flanders",2021,5,2.51612903225806,78
13049,"Westerlo","Antwerpen","Flanders",2021,6,0.7,21
13049,"Westerlo","Antwerpen","Flanders",2021,7,2.38709677419355,74
13049,"Westerlo","Antwerpen","Flanders",2021,8,2.64516129032258,82
13049,"Westerlo","Antwerpen","Flanders",2021,9,2.13333333333333,64
13049,"Westerlo","Antwerpen","Flanders",2021,10,12.8387096774194,398
13049,"Westerlo","Antwerpen","Flanders",2021,11,47.2333333333333,1417
13049,"Westerlo","Antwerpen","Flanders",2021,12,29.2903225806452,908
13049,"Westerlo","Antwerpen","Flanders",2022,1,68.8709677419355,2135
13053,"Laakdal","Antwerpen","Flanders",2020,9,0.666666666666667,20
13053,"Laakdal","Antwerpen","Flanders",2020,10,4.90322580645161,152
13053,"Laakdal","Antwerpen","Flanders",2020,11,3.36666666666667,101
13053,"Laakdal","Antwerpen","Flanders",2020,12,3.41935483870968,106
13053,"Laakdal","Antwerpen","Flanders",2021,1,1.35483870967742,42
13053,"Laakdal","Antwerpen","Flanders",2021,2,1.03571428571429,29
13053,"Laakdal","Antwerpen","Flanders",2021,3,2.83870967741935,88
13053,"Laakdal","Antwerpen","Flanders",2021,4,2.9,87
13053,"Laakdal","Antwerpen","Flanders",2021,5,2.06451612903226,64
13053,"Laakdal","Antwerpen","Flanders",2021,6,1.13333333333333,34
13053,"Laakdal","Antwerpen","Flanders",2021,7,2.09677419354839,65
13053,"Laakdal","Antwerpen","Flanders",2021,8,2.41935483870968,75
13053,"Laakdal","Antwerpen","Flanders",2021,9,0.966666666666667,29
13053,"Laakdal","Antwerpen","Flanders",2021,10,8.58064516129032,266
13053,"Laakdal","Antwerpen","Flanders",2021,11,27.6666666666667,830
13053,"Laakdal","Antwerpen","Flanders",2021,12,16.0645161290323,498
13053,"Laakdal","Antwerpen","Flanders",2022,1,41.1612903225806,1276
21001,"Anderlecht","Brussels","Brussels",2020,9,30.6333333333333,919
21001,"Anderlecht","Brussels","Brussels",2020,10,160.677419354839,4981
21001,"Anderlecht","Brussels","Brussels",2020,11,44.5666666666667,1337
21001,"Anderlecht","Brussels","Brussels",2020,12,15.5483870967742,482
21001,"Anderlecht","Brussels","Brussels",2021,1,16.9677419354839,526
21001,"Anderlecht","Brussels","Brussels",2021,2,28.6071428571429,801
21001,"Anderlecht","Brussels","Brussels",2021,3,46.3548387096774,1437
21001,"Anderlecht","Brussels","Brussels",2021,4,43.5,1305
21001,"Anderlecht","Brussels","Brussels",2021,5,23.1290322580645,717
21001,"Anderlecht","Brussels","Brussels",2021,6,10.2666666666667,308
21001,"Anderlecht","Brussels","Brussels",2021,7,16.4838709677419,511
21001,"Anderlecht","Brussels","Brussels",2021,8,54.8387096774194,1700
21001,"Anderlecht","Brussels","Brussels",2021,9,51.8333333333333,1555
21001,"Anderlecht","Brussels","Brussels",2021,10,54.3225806451613,1684
21001,"Anderlecht","Brussels","Brussels",2021,11,85.3666666666667,2561
21001,"Anderlecht","Brussels","Brussels",2021,12,109.451612903226,3393
21001,"Anderlecht","Brussels","Brussels",2022,1,413.387096774194,12815
21002,"Oudergem","Brussels","Brussels",2020,9,4.1,123
21002,"Oudergem","Brussels","Brussels",2020,10,36.6129032258064,1135
21002,"Oudergem","Brussels","Brussels",2020,11,8.2,246
21002,"Oudergem","Brussels","Brussels",2020,12,3.67741935483871,114
21002,"Oudergem","Brussels","Brussels",2021,1,4.67741935483871,145
21002,"Oudergem","Brussels","Brussels",2021,2,7.85714285714286,220
21002,"Oudergem","Brussels","Brussels",2021,3,13.6451612903226,423
21002,"Oudergem","Brussels","Brussels",2021,4,9.16666666666667,275
21002,"Oudergem","Brussels","Brussels",2021,5,5.35483870967742,166
21002,"Oudergem","Brussels","Brussels",2021,6,2.03333333333333,61
21002,"Oudergem","Brussels","Brussels",2021,7,5.70967741935484,177
21002,"Oudergem","Brussels","Brussels",2021,8,7.12903225806452,221
21002,"Oudergem","Brussels","Brussels",2021,9,9.83333333333333,295
21002,"Oudergem","Brussels","Brussels",2021,10,17.4838709677419,542
21002,"Oudergem","Brussels","Brussels",2021,11,34.2,1026
21002,"Oudergem","Brussels","Brussels",2021,12,40.1290322580645,1244
21002,"Oudergem","Brussels","Brussels",2022,1,118.58064516129,3676
21003,"Sint-Agatha-Berchem","Brussels","Brussels",2020,9,6.63333333333333,199
21003,"Sint-Agatha-Berchem","Brussels","Brussels",2020,10,33.6129032258064,1042
21003,"Sint-Agatha-Berchem","Brussels","Brussels",2020,11,9.66666666666667,290
21003,"Sint-Agatha-Berchem","Brussels","Brussels",2020,12,3.48387096774194,108
21003,"Sint-Agatha-Berchem","Brussels","Brussels",2021,1,3.74193548387097,116
21003,"Sint-Agatha-Berchem","Brussels","Brussels",2021,2,5.71428571428571,160
21003,"Sint-Agatha-Berchem","Brussels","Brussels",2021,3,11.4838709677419,356
21003,"Sint-Agatha-Berchem","Brussels","Brussels",2021,4,9.4,282
21003,"Sint-Agatha-Berchem","Brussels","Brussels",2021,5,5.80645161290323,180
21003,"Sint-Agatha-Berchem","Brussels","Brussels",2021,6,2.23333333333333,67
21003,"Sint-Agatha-Berchem","Brussels","Brussels",2021,7,3.7741935483871,117
21003,"Sint-Agatha-Berchem","Brussels","Brussels",2021,8,10.7096774193548,332
21003,"Sint-Agatha-Berchem","Brussels","Brussels",2021,9,8.73333333333333,262
21003,"Sint-Agatha-Berchem","Brussels","Brussels",2021,10,9.7741935483871,303
21003,"Sint-Agatha-Berchem","Brussels","Brussels",2021,11,18.7,561
21003,"Sint-Agatha-Berchem","Brussels","Brussels",2021,12,25.6129032258065,794
21003,"Sint-Agatha-Berchem","Brussels","Brussels",2022,1,81.8064516129032,2536
21004,"Brussel","Brussels","Brussels",2020,9,46.8333333333333,1405
21004,"Brussel","Brussels","Brussels",2020,10,222.451612903226,6896
21004,"Brussel","Brussels","Brussels",2020,11,63.2666666666667,1898
21004,"Brussel","Brussels","Brussels",2020,12,20,620
21004,"Brussel","Brussels","Brussels",2021,1,32.2258064516129,999
21004,"Brussel","Brussels","Brussels",2021,2,34.5714285714286,968
21004,"Brussel","Brussels","Brussels",2021,3,77.1935483870968,2393
21004,"Brussel","Brussels","Brussels",2021,4,60.1,1803
21004,"Brussel","Brussels","Brussels",2021,5,39.7096774193548,1231
21004,"Brussel","Brussels","Brussels",2021,6,15.6666666666667,470
21004,"Brussel","Brussels","Brussels",2021,7,31.4838709677419,976
21004,"Brussel","Brussels","Brussels",2021,8,75.4516129032258,2339
21004,"Brussel","Brussels","Brussels",2021,9,70.4666666666667,2114
21004,"Brussel","Brussels","Brussels",2021,10,75.2903225806452,2334
21004,"Brussel","Brussels","Brussels",2021,11,131.733333333333,3952
21004,"Brussel","Brussels","Brussels",2021,12,189.645161290323,5879
21004,"Brussel","Brussels","Brussels",2022,1,626.096774193548,19409
21005,"Etterbeek","Brussels","Brussels",2020,9,8.7,261
21005,"Etterbeek","Brussels","Brussels",2020,10,54.2258064516129,1681
21005,"Etterbeek","Brussels","Brussels",2020,11,13.7333333333333,412
21005,"Etterbeek","Brussels","Brussels",2020,12,5.48387096774194,170
21005,"Etterbeek","Brussels","Brussels",2021,1,10.0645161290323,312
21005,"Etterbeek","Brussels","Brussels",2021,2,9.60714285714286,269
21005,"Etterbeek","Brussels","Brussels",2021,3,17.5483870967742,544
21005,"Etterbeek","Brussels","Brussels",2021,4,15.9333333333333,478
21005,"Etterbeek","Brussels","Brussels",2021,5,9.54838709677419,296
21005,"Etterbeek","Brussels","Brussels",2021,6,4.23333333333333,127
21005,"Etterbeek","Brussels","Brussels",2021,7,9.93548387096774,308
21005,"Etterbeek","Brussels","Brussels",2021,8,12.6129032258065,391
21005,"Etterbeek","Brussels","Brussels",2021,9,16.7,501
21005,"Etterbeek","Brussels","Brussels",2021,10,23.4516129032258,727
21005,"Etterbeek","Brussels","Brussels",2021,11,41.0333333333333,1231
21005,"Etterbeek","Brussels","Brussels",2021,12,58.6774193548387,1819
21005,"Etterbeek","Brussels","Brussels",2022,1,179.129032258065,5553
21006,"Evere","Brussels","Brussels",2020,9,10.1,303
21006,"Evere","Brussels","Brussels",2020,10,55.9677419354839,1735
21006,"Evere","Brussels","Brussels",2020,11,16.1666666666667,485
21006,"Evere","Brussels","Brussels",2020,12,6,186
21006,"Evere","Brussels","Brussels",2021,1,6.61290322580645,205
21006,"Evere","Brussels","Brussels",2021,2,9.64285714285714,270
21006,"Evere","Brussels","Brussels",2021,3,16.741935483871,519
21006,"Evere","Brussels","Brussels",2021,4,13.5,405
21006,"Evere","Brussels","Brussels",2021,5,7.64516129032258,237
21006,"Evere","Brussels","Brussels",2021,6,3.83333333333333,115
21006,"Evere","Brussels","Brussels",2021,7,6.70967741935484,208
21006,"Evere","Brussels","Brussels",2021,8,18.258064516129,566
21006,"Evere","Brussels","Brussels",2021,9,14.8333333333333,445
21006,"Evere","Brussels","Brussels",2021,10,16.8387096774194,522
21006,"Evere","Brussels","Brussels",2021,11,30.5333333333333,916
21006,"Evere","Brussels","Brussels",2021,12,42.1612903225806,1307
21006,"Evere","Brussels","Brussels",2022,1,145.967741935484,4525
21007,"Vorst (Brussel-Hoofdstad)","Brussels","Brussels",2020,9,13.5666666666667,407
21007,"Vorst (Brussel-Hoofdstad)","Brussels","Brussels",2020,10,66.6129032258064,2065
21007,"Vorst (Brussel-Hoofdstad)","Brussels","Brussels",2020,11,19.1,573
21007,"Vorst (Brussel-Hoofdstad)","Brussels","Brussels",2020,12,7,217
21007,"Vorst (Brussel-Hoofdstad)","Brussels","Brussels",2021,1,9.09677419354839,282
21007,"Vorst (Brussel-Hoofdstad)","Brussels","Brussels",2021,2,12.9285714285714,362
21007,"Vorst (Brussel-Hoofdstad)","Brussels","Brussels",2021,3,20.9677419354839,650
21007,"Vorst (Brussel-Hoofdstad)","Brussels","Brussels",2021,4,22.1333333333333,664
21007,"Vorst (Brussel-Hoofdstad)","Brussels","Brussels",2021,5,13.8064516129032,428
21007,"Vorst (Brussel-Hoofdstad)","Brussels","Brussels",2021,6,4.3,129
21007,"Vorst (Brussel-Hoofdstad)","Brussels","Brussels",2021,7,11.5483870967742,358
21007,"Vorst (Brussel-Hoofdstad)","Brussels","Brussels",2021,8,23.9677419354839,743
21007,"Vorst (Brussel-Hoofdstad)","Brussels","Brussels",2021,9,23.4666666666667,704
21007,"Vorst (Brussel-Hoofdstad)","Brussels","Brussels",2021,10,23.7096774193548,735
21007,"Vorst (Brussel-Hoofdstad)","Brussels","Brussels",2021,11,49.5,1485
21007,"Vorst (Brussel-Hoofdstad)","Brussels","Brussels",2021,12,68.8709677419355,2135
21007,"Vorst (Brussel-Hoofdstad)","Brussels","Brussels",2022,1,219.870967741935,6816
21008,"Ganshoren","Brussels","Brussels",2020,9,7.63333333333333,229
21008,"Ganshoren","Brussels","Brussels",2020,10,29.4838709677419,914
21008,"Ganshoren","Brussels","Brussels",2020,11,8.7,261
21008,"Ganshoren","Brussels","Brussels",2020,12,3.29032258064516,102
21008,"Ganshoren","Brussels","Brussels",2021,1,3.80645161290323,118
21008,"Ganshoren","Brussels","Brussels",2021,2,5.28571428571429,148
21008,"Ganshoren","Brussels","Brussels",2021,3,10.9677419354839,340
21008,"Ganshoren","Brussels","Brussels",2021,4,9.8,294
21008,"Ganshoren","Brussels","Brussels",2021,5,5.03225806451613,156
21008,"Ganshoren","Brussels","Brussels",2021,6,2.5,75
21008,"Ganshoren","Brussels","Brussels",2021,7,3.61290322580645,112
21008,"Ganshoren","Brussels","Brussels",2021,8,8.29032258064516,257
21008,"Ganshoren","Brussels","Brussels",2021,9,10.1,303
21008,"Ganshoren","Brussels","Brussels",2021,10,13.2903225806452,412
21008,"Ganshoren","Brussels","Brussels",2021,11,18.5666666666667,557
21008,"Ganshoren","Brussels","Brussels",2021,12,24.0967741935484,747
21008,"Ganshoren","Brussels","Brussels",2022,1,78.8387096774194,2444
21009,"Elsene","Brussels","Brussels",2020,9,19.4,582
21009,"Elsene","Brussels","Brussels",2020,10,96.6451612903226,2996
21009,"Elsene","Brussels","Brussels",2020,11,23.1,693
21009,"Elsene","Brussels","Brussels",2020,12,9.2258064516129,286
21009,"Elsene","Brussels","Brussels",2021,1,19.1935483870968,595
21009,"Elsene","Brussels","Brussels",2021,2,19.2857142857143,540
21009,"Elsene","Brussels","Brussels",2021,3,30.0967741935484,933
21009,"Elsene","Brussels","Brussels",2021,4,30.7,921
21009,"Elsene","Brussels","Brussels",2021,5,19.0645161290323,591
21009,"Elsene","Brussels","Brussels",2021,6,8.93333333333333,268
21009,"Elsene","Brussels","Brussels",2021,7,20,620
21009,"Elsene","Brussels","Brussels",2021,8,21.6774193548387,672
21009,"Elsene","Brussels","Brussels",2021,9,23.7,711
21009,"Elsene","Brussels","Brussels",2021,10,33.258064516129,1031
21009,"Elsene","Brussels","Brussels",2021,11,78.8,2364
21009,"Elsene","Brussels","Brussels",2021,12,108.741935483871,3371
21009,"Elsene","Brussels","Brussels",2022,1,316.161290322581,9801
21010,"Jette","Brussels","Brussels",2020,9,11.9333333333333,358
21010,"Jette","Brussels","Brussels",2020,10,61.7741935483871,1915
21010,"Jette","Brussels","Brussels",2020,11,23.8333333333333,715
21010,"Jette","Brussels","Brussels",2020,12,9.90322580645161,307
21010,"Jette","Brussels","Brussels",2021,1,7.90322580645161,245
21010,"Jette","Brussels","Brussels",2021,2,9.82142857142857,275
21010,"Jette","Brussels","Brussels",2021,3,21.7096774193548,673
21010,"Jette","Brussels","Brussels",2021,4,15.0666666666667,452
21010,"Jette","Brussels","Brussels",2021,5,11.3870967741935,353
21010,"Jette","Brussels","Brussels",2021,6,4.63333333333333,139
21010,"Jette","Brussels","Brussels",2021,7,9.06451612903226,281
21010,"Jette","Brussels","Brussels",2021,8,19.4516129032258,603
21010,"Jette","Brussels","Brussels",2021,9,21.5333333333333,646
21010,"Jette","Brussels","Brussels",2021,10,24.6451612903226,764
21010,"Jette","Brussels","Brussels",2021,11,36.8333333333333,1105
21010,"Jette","Brussels","Brussels",2021,12,49.4193548387097,1532
21010,"Jette","Brussels","Brussels",2022,1,177.322580645161,5497
21011,"Koekelberg","Brussels","Brussels",2020,9,7.2,216
21011,"Koekelberg","Brussels","Brussels",2020,10,29.8709677419355,926
21011,"Koekelberg","Brussels","Brussels",2020,11,6.83333333333333,205
21011,"Koekelberg","Brussels","Brussels",2020,12,2.74193548387097,85
21011,"Koekelberg","Brussels","Brussels",2021,1,3.16129032258065,98
21011,"Koekelberg","Brussels","Brussels",2021,2,4.60714285714286,129
21011,"Koekelberg","Brussels","Brussels",2021,3,7.54838709677419,234
21011,"Koekelberg","Brussels","Brussels",2021,4,7.83333333333333,235
21011,"Koekelberg","Brussels","Brussels",2021,5,4.90322580645161,152
21011,"Koekelberg","Brussels","Brussels",2021,6,2.16666666666667,65
21011,"Koekelberg","Brussels","Brussels",2021,7,2.96774193548387,92
21011,"Koekelberg","Brussels","Brussels",2021,8,9.32258064516129,289
21011,"Koekelberg","Brussels","Brussels",2021,9,9.6,288
21011,"Koekelberg","Brussels","Brussels",2021,10,9.74193548387097,302
21011,"Koekelberg","Brussels","Brussels",2021,11,14,420
21011,"Koekelberg","Brussels","Brussels",2021,12,21.4516129032258,665
21011,"Koekelberg","Brussels","Brussels",2022,1,71.4838709677419,2216
21012,"Sint-Jans-Molenbeek","Brussels","Brussels",2020,9,36.2,1086
21012,"Sint-Jans-Molenbeek","Brussels","Brussels",2020,10,152.709677419355,4734
21012,"Sint-Jans-Molenbeek","Brussels","Brussels",2020,11,36.1666666666667,1085
21012,"Sint-Jans-Molenbeek","Brussels","Brussels",2020,12,11.5806451612903,359
21012,"Sint-Jans-Molenbeek","Brussels","Brussels",2021,1,14.741935483871,457
21012,"Sint-Jans-Molenbeek","Brussels","Brussels",2021,2,18.4285714285714,516
21012,"Sint-Jans-Molenbeek","Brussels","Brussels",2021,3,40.9677419354839,1270
21012,"Sint-Jans-Molenbeek","Brussels","Brussels",2021,4,37.3333333333333,1120
21012,"Sint-Jans-Molenbeek","Brussels","Brussels",2021,5,16.7096774193548,518
21012,"Sint-Jans-Molenbeek","Brussels","Brussels",2021,6,8.63333333333333,259
21012,"Sint-Jans-Molenbeek","Brussels","Brussels",2021,7,16.0967741935484,499
21012,"Sint-Jans-Molenbeek","Brussels","Brussels",2021,8,49.9677419354839,1549
21012,"Sint-Jans-Molenbeek","Brussels","Brussels",2021,9,46.3,1389
21012,"Sint-Jans-Molenbeek","Brussels","Brussels",2021,10,43,1333
21012,"Sint-Jans-Molenbeek","Brussels","Brussels",2021,11,61.9,1857
21012,"Sint-Jans-Molenbeek","Brussels","Brussels",2021,12,85.6129032258064,2654
21012,"Sint-Jans-Molenbeek","Brussels","Brussels",2022,1,336.935483870968,10445
21013,"Sint-Gillis","Brussels","Brussels",2020,9,13.1666666666667,395
21013,"Sint-Gillis","Brussels","Brussels",2020,10,57.8709677419355,1794
21013,"Sint-Gillis","Brussels","Brussels",2020,11,16.0333333333333,481
21013,"Sint-Gillis","Brussels","Brussels",2020,12,6.29032258064516,195
21013,"Sint-Gillis","Brussels","Brussels",2021,1,9.06451612903226,281
21013,"Sint-Gillis","Brussels","Brussels",2021,2,12.3571428571429,346
21013,"Sint-Gillis","Brussels","Brussels",2021,3,19.5483870967742,606
21013,"Sint-Gillis","Brussels","Brussels",2021,4,17.9666666666667,539
21013,"Sint-Gillis","Brussels","Brussels",2021,5,10.4838709677419,325
21013,"Sint-Gillis","Brussels","Brussels",2021,6,4.5,135
21013,"Sint-Gillis","Brussels","Brussels",2021,7,9.58064516129032,297
21013,"Sint-Gillis","Brussels","Brussels",2021,8,19.9354838709677,618
21013,"Sint-Gillis","Brussels","Brussels",2021,9,19.5666666666667,587
21013,"Sint-Gillis","Brussels","Brussels",2021,10,18.2903225806452,567
21013,"Sint-Gillis","Brussels","Brussels",2021,11,46.3333333333333,1390
21013,"Sint-Gillis","Brussels","Brussels",2021,12,61.1290322580645,1895
21013,"Sint-Gillis","Brussels","Brussels",2022,1,192.612903225806,5971
21014,"Sint-Joost-ten-Node","Brussels","Brussels",2020,9,11.1333333333333,334
21014,"Sint-Joost-ten-Node","Brussels","Brussels",2020,10,32.8709677419355,1019
21014,"Sint-Joost-ten-Node","Brussels","Brussels",2020,11,11.5666666666667,347
21014,"Sint-Joost-ten-Node","Brussels","Brussels",2020,12,3.51612903225806,109
21014,"Sint-Joost-ten-Node","Brussels","Brussels",2021,1,4.16129032258065,129
21014,"Sint-Joost-ten-Node","Brussels","Brussels",2021,2,8.82142857142857,247
21014,"Sint-Joost-ten-Node","Brussels","Brussels",2021,3,12.3225806451613,382
21014,"Sint-Joost-ten-Node","Brussels","Brussels",2021,4,8.33333333333333,250
21014,"Sint-Joost-ten-Node","Brussels","Brussels",2021,5,5.45161290322581,169
21014,"Sint-Joost-ten-Node","Brussels","Brussels",2021,6,2.53333333333333,76
21014,"Sint-Joost-ten-Node","Brussels","Brussels",2021,7,5.03225806451613,156
21014,"Sint-Joost-ten-Node","Brussels","Brussels",2021,8,11.7096774193548,363
21014,"Sint-Joost-ten-Node","Brussels","Brussels",2021,9,10.5333333333333,316
21014,"Sint-Joost-ten-Node","Brussels","Brussels",2021,10,9.7741935483871,303
21014,"Sint-Joost-ten-Node","Brussels","Brussels",2021,11,15.3666666666667,461
21014,"Sint-Joost-ten-Node","Brussels","Brussels",2021,12,23.5806451612903,731
21014,"Sint-Joost-ten-Node","Brussels","Brussels",2022,1,88.2903225806452,2737
21015,"Schaarbeek","Brussels","Brussels",2020,9,33.8666666666667,1016
21015,"Schaarbeek","Brussels","Brussels",2020,10,165.58064516129,5133
21015,"Schaarbeek","Brussels","Brussels",2020,11,47.3333333333333,1420
21015,"Schaarbeek","Brussels","Brussels",2020,12,19.0322580645161,590
21015,"Schaarbeek","Brussels","Brussels",2021,1,20.8064516129032,645
21015,"Schaarbeek","Brussels","Brussels",2021,2,30.2857142857143,848
21015,"Schaarbeek","Brussels","Brussels",2021,3,61.1935483870968,1897
21015,"Schaarbeek","Brussels","Brussels",2021,4,48.5333333333333,1456
21015,"Schaarbeek","Brussels","Brussels",2021,5,27.6129032258065,856
21015,"Schaarbeek","Brussels","Brussels",2021,6,10.4,312
21015,"Schaarbeek","Brussels","Brussels",2021,7,23.4193548387097,726
21015,"Schaarbeek","Brussels","Brussels",2021,8,56.1612903225806,1741
21015,"Schaarbeek","Brussels","Brussels",2021,9,55.4,1662
21015,"Schaarbeek","Brussels","Brussels",2021,10,64.4838709677419,1999
21015,"Schaarbeek","Brussels","Brussels",2021,11,100.4,3012
21015,"Schaarbeek","Brussels","Brussels",2021,12,133.677419354839,4144
21015,"Schaarbeek","Brussels","Brussels",2022,1,467.58064516129,14495
21016,"Ukkel","Brussels","Brussels",2020,9,16.2333333333333,487
21016,"Ukkel","Brussels","Brussels",2020,10,91.5806451612903,2839
21016,"Ukkel","Brussels","Brussels",2020,11,27.4333333333333,823
21016,"Ukkel","Brussels","Brussels",2020,12,10.9677419354839,340
21016,"Ukkel","Brussels","Brussels",2021,1,15.3548387096774,476
21016,"Ukkel","Brussels","Brussels",2021,2,16.5714285714286,464
21016,"Ukkel","Brussels","Brussels",2021,3,26.7741935483871,830
21016,"Ukkel","Brussels","Brussels",2021,4,25.2666666666667,758
21016,"Ukkel","Brussels","Brussels",2021,5,16.4193548387097,509
21016,"Ukkel","Brussels","Brussels",2021,6,6.8,204
21016,"Ukkel","Brussels","Brussels",2021,7,19.1935483870968,595
21016,"Ukkel","Brussels","Brussels",2021,8,21.4516129032258,665
21016,"Ukkel","Brussels","Brussels",2021,9,25.5,765
21016,"Ukkel","Brussels","Brussels",2021,10,37.4516129032258,1161
21016,"Ukkel","Brussels","Brussels",2021,11,80.5,2415
21016,"Ukkel","Brussels","Brussels",2021,12,104.161290322581,3229
21016,"Ukkel","Brussels","Brussels",2022,1,293.903225806452,9111
21017,"Watermaal-Bosvoorde","Brussels","Brussels",2020,9,4.93333333333333,148
21017,"Watermaal-Bosvoorde","Brussels","Brussels",2020,10,29.4838709677419,914
21017,"Watermaal-Bosvoorde","Brussels","Brussels",2020,11,7.96666666666667,239
21017,"Watermaal-Bosvoorde","Brussels","Brussels",2020,12,2.03225806451613,63
21017,"Watermaal-Bosvoorde","Brussels","Brussels",2021,1,3.06451612903226,95
21017,"Watermaal-Bosvoorde","Brussels","Brussels",2021,2,5.17857142857143,145
21017,"Watermaal-Bosvoorde","Brussels","Brussels",2021,3,11.3870967741935,353
