"","mcp_code","mcp_name","province","region","year","week_num","cases_per_week"
"1",11001,"Aartselaar","Antwerpen","Flanders",2020,36,14
"2",11001,"Aartselaar","Antwerpen","Flanders",2020,37,14
"3",11001,"Aartselaar","Antwerpen","Flanders",2020,38,12
"4",11001,"Aartselaar","Antwerpen","Flanders",2020,39,23
"5",11001,"Aartselaar","Antwerpen","Flanders",2020,40,13
"6",11001,"Aartselaar","Antwerpen","Flanders",2020,41,42
"7",11001,"Aartselaar","Antwerpen","Flanders",2020,42,53
"8",11001,"Aartselaar","Antwerpen","Flanders",2020,43,80
"9",11001,"Aartselaar","Antwerpen","Flanders",2020,44,52
"10",11001,"Aartselaar","Antwerpen","Flanders",2020,45,45
"11",11001,"Aartselaar","Antwerpen","Flanders",2020,46,31
"12",11001,"Aartselaar","Antwerpen","Flanders",2020,47,18
"13",11001,"Aartselaar","Antwerpen","Flanders",2020,48,21
"14",11001,"Aartselaar","Antwerpen","Flanders",2020,49,7
"15",11001,"Aartselaar","Antwerpen","Flanders",2020,50,14
"16",11001,"Aartselaar","Antwerpen","Flanders",2020,51,22
"17",11001,"Aartselaar","Antwerpen","Flanders",2020,52,5
"18",11001,"Aartselaar","Antwerpen","Flanders",2021,1,11
"19",11001,"Aartselaar","Antwerpen","Flanders",2021,2,8
"20",11001,"Aartselaar","Antwerpen","Flanders",2021,3,16
"21",11001,"Aartselaar","Antwerpen","Flanders",2021,4,20
"22",11001,"Aartselaar","Antwerpen","Flanders",2021,5,21
"23",11001,"Aartselaar","Antwerpen","Flanders",2021,6,15
"24",11001,"Aartselaar","Antwerpen","Flanders",2021,7,13
"25",11001,"Aartselaar","Antwerpen","Flanders",2021,8,20
"26",11001,"Aartselaar","Antwerpen","Flanders",2021,9,21
"27",11001,"Aartselaar","Antwerpen","Flanders",2021,10,33
"28",11001,"Aartselaar","Antwerpen","Flanders",2021,11,23
"29",11001,"Aartselaar","Antwerpen","Flanders",2021,12,30
"30",11001,"Aartselaar","Antwerpen","Flanders",2021,13,18
"31",11001,"Aartselaar","Antwerpen","Flanders",2021,14,13
"32",11001,"Aartselaar","Antwerpen","Flanders",2021,15,29
"33",11001,"Aartselaar","Antwerpen","Flanders",2021,16,16
"34",11001,"Aartselaar","Antwerpen","Flanders",2021,17,12
"35",11001,"Aartselaar","Antwerpen","Flanders",2021,18,13
"36",11001,"Aartselaar","Antwerpen","Flanders",2021,19,7
"37",11001,"Aartselaar","Antwerpen","Flanders",2021,20,12
"38",11001,"Aartselaar","Antwerpen","Flanders",2021,21,23
"39",11001,"Aartselaar","Antwerpen","Flanders",2021,22,10
"40",11001,"Aartselaar","Antwerpen","Flanders",2021,23,13
"41",11001,"Aartselaar","Antwerpen","Flanders",2021,24,7
"42",11001,"Aartselaar","Antwerpen","Flanders",2021,25,0
"43",11001,"Aartselaar","Antwerpen","Flanders",2021,26,6
"44",11001,"Aartselaar","Antwerpen","Flanders",2021,27,6
"45",11001,"Aartselaar","Antwerpen","Flanders",2021,28,23
"46",11001,"Aartselaar","Antwerpen","Flanders",2021,29,17
"47",11001,"Aartselaar","Antwerpen","Flanders",2021,30,25
"48",11001,"Aartselaar","Antwerpen","Flanders",2021,31,22
"49",11001,"Aartselaar","Antwerpen","Flanders",2021,32,17
"50",11001,"Aartselaar","Antwerpen","Flanders",2021,33,20
"51",11001,"Aartselaar","Antwerpen","Flanders",2021,34,11
"52",11001,"Aartselaar","Antwerpen","Flanders",2021,35,11
"53",11001,"Aartselaar","Antwerpen","Flanders",2021,36,13
"54",11001,"Aartselaar","Antwerpen","Flanders",2021,37,11
"55",11001,"Aartselaar","Antwerpen","Flanders",2021,38,8
"56",11001,"Aartselaar","Antwerpen","Flanders",2021,39,11
"57",11001,"Aartselaar","Antwerpen","Flanders",2021,40,20
"58",11001,"Aartselaar","Antwerpen","Flanders",2021,41,7
"59",11001,"Aartselaar","Antwerpen","Flanders",2021,42,37
"60",11001,"Aartselaar","Antwerpen","Flanders",2021,43,65
"61",11001,"Aartselaar","Antwerpen","Flanders",2021,44,91
"62",11001,"Aartselaar","Antwerpen","Flanders",2021,45,122
"63",11001,"Aartselaar","Antwerpen","Flanders",2021,46,145
"64",11001,"Aartselaar","Antwerpen","Flanders",2021,47,205
"65",11001,"Aartselaar","Antwerpen","Flanders",2021,48,154
"66",11001,"Aartselaar","Antwerpen","Flanders",2021,49,106
"67",11001,"Aartselaar","Antwerpen","Flanders",2021,50,65
"68",11001,"Aartselaar","Antwerpen","Flanders",2021,51,43
"69",11001,"Aartselaar","Antwerpen","Flanders",2021,52,42
"70",11001,"Aartselaar","Antwerpen","Flanders",2022,1,187
"71",11001,"Aartselaar","Antwerpen","Flanders",2022,2,210
"72",11001,"Aartselaar","Antwerpen","Flanders",2022,3,487
"73",11001,"Aartselaar","Antwerpen","Flanders",2022,4,453
"74",11002,"Antwerpen","Antwerpen","Flanders",2020,36,467
"75",11002,"Antwerpen","Antwerpen","Flanders",2020,37,748
"76",11002,"Antwerpen","Antwerpen","Flanders",2020,38,973
"77",11002,"Antwerpen","Antwerpen","Flanders",2020,39,1084
"78",11002,"Antwerpen","Antwerpen","Flanders",2020,40,1275
"79",11002,"Antwerpen","Antwerpen","Flanders",2020,41,1999
"80",11002,"Antwerpen","Antwerpen","Flanders",2020,42,3074
"81",11002,"Antwerpen","Antwerpen","Flanders",2020,43,3476
"82",11002,"Antwerpen","Antwerpen","Flanders",2020,44,2567
"83",11002,"Antwerpen","Antwerpen","Flanders",2020,45,1710
"84",11002,"Antwerpen","Antwerpen","Flanders",2020,46,1192
"85",11002,"Antwerpen","Antwerpen","Flanders",2020,47,805
"86",11002,"Antwerpen","Antwerpen","Flanders",2020,48,779
"87",11002,"Antwerpen","Antwerpen","Flanders",2020,49,775
"88",11002,"Antwerpen","Antwerpen","Flanders",2020,50,929
"89",11002,"Antwerpen","Antwerpen","Flanders",2020,51,819
"90",11002,"Antwerpen","Antwerpen","Flanders",2020,52,563
"91",11002,"Antwerpen","Antwerpen","Flanders",2021,1,604
"92",11002,"Antwerpen","Antwerpen","Flanders",2021,2,634
"93",11002,"Antwerpen","Antwerpen","Flanders",2021,3,764
"94",11002,"Antwerpen","Antwerpen","Flanders",2021,4,843
"95",11002,"Antwerpen","Antwerpen","Flanders",2021,5,771
"96",11002,"Antwerpen","Antwerpen","Flanders",2021,6,751
"97",11002,"Antwerpen","Antwerpen","Flanders",2021,7,792
"98",11002,"Antwerpen","Antwerpen","Flanders",2021,8,1015
"99",11002,"Antwerpen","Antwerpen","Flanders",2021,9,926
"100",11002,"Antwerpen","Antwerpen","Flanders",2021,10,1000
"101",11002,"Antwerpen","Antwerpen","Flanders",2021,11,1531
"102",11002,"Antwerpen","Antwerpen","Flanders",2021,12,1587
"103",11002,"Antwerpen","Antwerpen","Flanders",2021,13,1462
"104",11002,"Antwerpen","Antwerpen","Flanders",2021,14,1268
"105",11002,"Antwerpen","Antwerpen","Flanders",2021,15,1264
"106",11002,"Antwerpen","Antwerpen","Flanders",2021,16,1228
"107",11002,"Antwerpen","Antwerpen","Flanders",2021,17,1107
"108",11002,"Antwerpen","Antwerpen","Flanders",2021,18,1140
"109",11002,"Antwerpen","Antwerpen","Flanders",2021,19,956
"110",11002,"Antwerpen","Antwerpen","Flanders",2021,20,1030
"111",11002,"Antwerpen","Antwerpen","Flanders",2021,21,750
"112",11002,"Antwerpen","Antwerpen","Flanders",2021,22,722
"113",11002,"Antwerpen","Antwerpen","Flanders",2021,23,410
"114",11002,"Antwerpen","Antwerpen","Flanders",2021,24,226
"115",11002,"Antwerpen","Antwerpen","Flanders",2021,25,175
"116",11002,"Antwerpen","Antwerpen","Flanders",2021,26,252
"117",11002,"Antwerpen","Antwerpen","Flanders",2021,27,270
"118",11002,"Antwerpen","Antwerpen","Flanders",2021,28,370
"119",11002,"Antwerpen","Antwerpen","Flanders",2021,29,483
"120",11002,"Antwerpen","Antwerpen","Flanders",2021,30,536
"121",11002,"Antwerpen","Antwerpen","Flanders",2021,31,648
"122",11002,"Antwerpen","Antwerpen","Flanders",2021,32,759
"123",11002,"Antwerpen","Antwerpen","Flanders",2021,33,887
"124",11002,"Antwerpen","Antwerpen","Flanders",2021,34,899
"125",11002,"Antwerpen","Antwerpen","Flanders",2021,35,896
"126",11002,"Antwerpen","Antwerpen","Flanders",2021,36,702
"127",11002,"Antwerpen","Antwerpen","Flanders",2021,37,700
"128",11002,"Antwerpen","Antwerpen","Flanders",2021,38,622
"129",11002,"Antwerpen","Antwerpen","Flanders",2021,39,607
"130",11002,"Antwerpen","Antwerpen","Flanders",2021,40,613
"131",11002,"Antwerpen","Antwerpen","Flanders",2021,41,744
"132",11002,"Antwerpen","Antwerpen","Flanders",2021,42,1224
"133",11002,"Antwerpen","Antwerpen","Flanders",2021,43,2030
"134",11002,"Antwerpen","Antwerpen","Flanders",2021,44,2151
"135",11002,"Antwerpen","Antwerpen","Flanders",2021,45,2504
"136",11002,"Antwerpen","Antwerpen","Flanders",2021,46,3285
"137",11002,"Antwerpen","Antwerpen","Flanders",2021,47,3875
"138",11002,"Antwerpen","Antwerpen","Flanders",2021,48,3625
"139",11002,"Antwerpen","Antwerpen","Flanders",2021,49,2946
"140",11002,"Antwerpen","Antwerpen","Flanders",2021,50,2045
"141",11002,"Antwerpen","Antwerpen","Flanders",2021,51,1636
"142",11002,"Antwerpen","Antwerpen","Flanders",2021,52,2620
"143",11002,"Antwerpen","Antwerpen","Flanders",2022,1,6564
"144",11002,"Antwerpen","Antwerpen","Flanders",2022,2,9534
"145",11002,"Antwerpen","Antwerpen","Flanders",2022,3,16448
"146",11002,"Antwerpen","Antwerpen","Flanders",2022,4,15545
"147",11004,"Boechout","Antwerpen","Flanders",2020,36,6
"148",11004,"Boechout","Antwerpen","Flanders",2020,37,5
"149",11004,"Boechout","Antwerpen","Flanders",2020,38,9
"150",11004,"Boechout","Antwerpen","Flanders",2020,39,14
"151",11004,"Boechout","Antwerpen","Flanders",2020,40,13
"152",11004,"Boechout","Antwerpen","Flanders",2020,41,18
"153",11004,"Boechout","Antwerpen","Flanders",2020,42,40
"154",11004,"Boechout","Antwerpen","Flanders",2020,43,68
"155",11004,"Boechout","Antwerpen","Flanders",2020,44,48
"156",11004,"Boechout","Antwerpen","Flanders",2020,45,15
"157",11004,"Boechout","Antwerpen","Flanders",2020,46,22
"158",11004,"Boechout","Antwerpen","Flanders",2020,47,18
"159",11004,"Boechout","Antwerpen","Flanders",2020,48,12
"160",11004,"Boechout","Antwerpen","Flanders",2020,49,39
"161",11004,"Boechout","Antwerpen","Flanders",2020,50,34
"162",11004,"Boechout","Antwerpen","Flanders",2020,51,38
"163",11004,"Boechout","Antwerpen","Flanders",2020,52,17
"164",11004,"Boechout","Antwerpen","Flanders",2021,1,13
"165",11004,"Boechout","Antwerpen","Flanders",2021,2,20
"166",11004,"Boechout","Antwerpen","Flanders",2021,3,10
"167",11004,"Boechout","Antwerpen","Flanders",2021,4,10
"168",11004,"Boechout","Antwerpen","Flanders",2021,5,11
"169",11004,"Boechout","Antwerpen","Flanders",2021,6,10
"170",11004,"Boechout","Antwerpen","Flanders",2021,7,11
"171",11004,"Boechout","Antwerpen","Flanders",2021,8,17
"172",11004,"Boechout","Antwerpen","Flanders",2021,9,26
"173",11004,"Boechout","Antwerpen","Flanders",2021,10,9
"174",11004,"Boechout","Antwerpen","Flanders",2021,11,25
"175",11004,"Boechout","Antwerpen","Flanders",2021,12,23
"176",11004,"Boechout","Antwerpen","Flanders",2021,13,25
"177",11004,"Boechout","Antwerpen","Flanders",2021,14,23
"178",11004,"Boechout","Antwerpen","Flanders",2021,15,30
"179",11004,"Boechout","Antwerpen","Flanders",2021,16,22
"180",11004,"Boechout","Antwerpen","Flanders",2021,17,20
"181",11004,"Boechout","Antwerpen","Flanders",2021,18,51
"182",11004,"Boechout","Antwerpen","Flanders",2021,19,14
"183",11004,"Boechout","Antwerpen","Flanders",2021,20,17
"184",11004,"Boechout","Antwerpen","Flanders",2021,21,17
"185",11004,"Boechout","Antwerpen","Flanders",2021,22,5
"186",11004,"Boechout","Antwerpen","Flanders",2021,23,4
"187",11004,"Boechout","Antwerpen","Flanders",2021,24,6
"188",11004,"Boechout","Antwerpen","Flanders",2021,25,4
"189",11004,"Boechout","Antwerpen","Flanders",2021,26,4
"190",11004,"Boechout","Antwerpen","Flanders",2021,27,11
"191",11004,"Boechout","Antwerpen","Flanders",2021,28,18
"192",11004,"Boechout","Antwerpen","Flanders",2021,29,14
"193",11004,"Boechout","Antwerpen","Flanders",2021,30,23
"194",11004,"Boechout","Antwerpen","Flanders",2021,31,20
"195",11004,"Boechout","Antwerpen","Flanders",2021,32,5
"196",11004,"Boechout","Antwerpen","Flanders",2021,33,13
"197",11004,"Boechout","Antwerpen","Flanders",2021,34,23
"198",11004,"Boechout","Antwerpen","Flanders",2021,35,13
"199",11004,"Boechout","Antwerpen","Flanders",2021,36,11
"200",11004,"Boechout","Antwerpen","Flanders",2021,37,10
"201",11004,"Boechout","Antwerpen","Flanders",2021,38,11
"202",11004,"Boechout","Antwerpen","Flanders",2021,39,21
"203",11004,"Boechout","Antwerpen","Flanders",2021,40,10
"204",11004,"Boechout","Antwerpen","Flanders",2021,41,18
"205",11004,"Boechout","Antwerpen","Flanders",2021,42,58
"206",11004,"Boechout","Antwerpen","Flanders",2021,43,85
"207",11004,"Boechout","Antwerpen","Flanders",2021,44,68
"208",11004,"Boechout","Antwerpen","Flanders",2021,45,84
"209",11004,"Boechout","Antwerpen","Flanders",2021,46,97
"210",11004,"Boechout","Antwerpen","Flanders",2021,47,174
"211",11004,"Boechout","Antwerpen","Flanders",2021,48,174
"212",11004,"Boechout","Antwerpen","Flanders",2021,49,139
"213",11004,"Boechout","Antwerpen","Flanders",2021,50,46
"214",11004,"Boechout","Antwerpen","Flanders",2021,51,40
"215",11004,"Boechout","Antwerpen","Flanders",2021,52,67
"216",11004,"Boechout","Antwerpen","Flanders",2022,1,150
"217",11004,"Boechout","Antwerpen","Flanders",2022,2,209
"218",11004,"Boechout","Antwerpen","Flanders",2022,3,313
"219",11004,"Boechout","Antwerpen","Flanders",2022,4,382
"220",11005,"Boom","Antwerpen","Flanders",2020,36,19
